GeneID	Tsil	Trepl	Length
XP_012245759.1	605.0	2536.0	3141
XP_012245766.1	285.0	1041.0	1326
XP_012245767.1	279.666666667	1037.33333333	1317
XP_012245768.1	172.333333333	772.666666667	945
XP_012245769.1	60.3333333333	242.666666667	303
XP_012245771.1	1102.33333333	4309.66666667	5412
XP_012245783.1	1545.0	6429.0	7974
XP_012245786.1	178.333333333	646.666666667	825
XP_012245791.1	567.666666667	2042.33333333	2610
XP_012245792.1	234.0	894.0	1128
XP_012245793.1	66.3333333333	254.666666667	321
XP_012245795.1	312.666666667	1217.33333333	1530
XP_012245798.1	1119.0	3891.0	5010
XP_012245803.1	264.0	945.0	1209
XP_012245807.1	534.666666667	2045.33333333	2580
XP_012245810.1	475.666666667	1480.33333333	1956
XP_012245811.1	375.666666667	1592.33333333	1968
XP_012245812.1	206.333333333	699.666666667	906
XP_012245814.1	373.0	1304.0	1677
XP_012245818.1	191.666666667	846.333333333	1038
XP_012245820.1	292.666666667	973.333333333	1266
XP_012245821.1	88.0	338.0	426
XP_012245824.1	737.0	3064.0	3801
XP_012245829.1	863.333333333	3399.66666667	4263
XP_012245830.1	449.333333333	1635.66666667	2085
XP_012245844.1	634.0	2351.0	2985
XP_012245848.1	339.666666667	1313.33333333	1653
XP_012245854.1	572.666666667	2412.33333333	2985
XP_012245856.1	545.666666667	2094.33333333	2640
XP_012245859.1	636.333333333	2276.66666667	2913
XP_012245865.1	565.666666667	2029.33333333	2595
XP_012245867.1	255.0	1014.0	1269
XP_012245869.1	602.333333333	2331.66666667	2934
XP_012245873.1	616.0	2045.0	2661
XP_012245875.1	212.333333333	945.666666667	1158
XP_012245876.1	260.666666667	1173.33333333	1434
XP_012245877.1	209.333333333	804.666666667	1014
XP_012245881.1	228.0	1104.0	1332
XP_012245882.1	312.666666667	1199.33333333	1512
XP_012245883.1	532.666666667	2098.33333333	2631
XP_012245884.1	143.333333333	579.666666667	723
XP_012245885.1	146.0	595.0	741
XP_012245886.1	1758.0	5673.0	7431
XP_012245887.1	299.0	1183.0	1482
XP_012245892.1	951.0	3513.0	4464
XP_012245893.1	2504.66666667	8667.33333333	11172
XP_012245894.1	513.333333333	1877.66666667	2391
XP_012245895.1	854.0	3025.0	3879
XP_012245897.1	114.333333333	512.666666667	627
XP_012245898.1	47.6666666667	183.333333333	231
XP_012245899.1	123.666666667	419.333333333	543
XP_012245901.1	384.0	1632.0	2016
XP_012245904.1	236.0	952.0	1188
XP_012245905.1	98.0	412.0	513
XP_012245906.1	366.0	1599.0	1965
XP_012245907.1	459.0	2097.0	2556
XP_012245909.1	197.666666667	780.333333333	978
XP_012245910.1	99.0	315.0	414
XP_012245911.1	316.0	1106.0	1422
XP_012245912.1	575.333333333	2022.66666667	2598
XP_012245918.1	823.0	3251.0	4074
XP_012245930.1	675.666666667	2618.33333333	3294
XP_012245931.1	339.333333333	1241.66666667	1581
XP_012245934.1	242.0	982.0	1224
XP_012245942.1	306.0	1389.0	1695
XP_012245947.1	703.0	2882.0	3585
XP_012245950.1	350.0	1534.0	1884
XP_012245951.1	148.666666667	646.333333333	795
XP_012245954.1	461.0	1741.0	2202
XP_012245955.1	62.3333333333	213.666666667	276
XP_012245961.1	573.666666667	2300.33333333	2874
XP_012245962.1	87.0	339.0	426
XP_012245963.1	984.666666667	3863.33333333	4848
XP_012245964.1	116.0	397.0	513
XP_012245965.1	167.0	724.0	891
XP_012245971.1	328.0	1313.0	1641
XP_012245989.1	1017.0	3645.0	4662
XP_012245990.1	467.666666667	1710.33333333	2178
XP_012245992.1	103.0	407.0	510
XP_012245994.1	550.666666667	2056.33333333	2607
XP_012245996.1	597.0	2046.0	2643
XP_012245997.1	282.666666667	1004.33333333	1287
XP_012246002.1	448.0	1664.0	2112
XP_012246003.1	761.333333333	2847.66666667	3609
XP_012246006.1	332.0	1072.0	1428
XP_012246011.1	672.666666667	2498.33333333	3171
XP_012246013.1	146.666666667	645.333333333	792
XP_012246014.1	140.666666667	528.333333333	669
XP_012246015.1	127.0	521.0	648
XP_012246017.1	214.333333333	766.666666667	981
XP_012246018.1	95.0	364.0	462
XP_012246019.1	467.666666667	1815.33333333	2283
XP_012246020.1	528.0	1791.0	2319
XP_012246021.1	182.0	583.0	765
XP_012246022.1	294.333333333	1082.66666667	1377
XP_012246023.1	32.3333333333	138.666666667	171
XP_012246024.1	926.333333333	3267.66666667	4194
XP_012246034.1	868.333333333	3097.66666667	3966
XP_012246035.1	223.333333333	985.666666667	1209
XP_012246037.1	437.666666667	1515.33333333	1953
XP_012246040.1	3124.66666667	11020.3333333	14145
XP_012246042.1	360.666666667	1358.33333333	1719
XP_012246053.1	424.666666667	1600.33333333	2025
XP_012246055.1	215.0	796.0	1011
XP_012246056.1	211.0	749.0	960
XP_012246057.1	612.0	2511.0	3123
XP_012246059.1	420.333333333	1457.66666667	1878
XP_012246063.1	90.0	363.0	456
XP_012246064.1	489.0	1782.0	2271
XP_012246065.1	507.0	1920.0	2427
XP_012246066.1	133.0	434.0	567
XP_012246067.1	324.333333333	1166.66666667	1491
XP_012246068.1	467.333333333	1683.66666667	2151
XP_012246069.1	375.0	1335.0	1710
XP_012246070.1	593.0	2332.0	2925
XP_012246071.1	346.333333333	1324.66666667	1671
XP_012246072.1	188.666666667	690.333333333	879
XP_012246073.1	120.333333333	473.666666667	594
XP_012246074.1	248.0	865.0	1113
XP_012246075.1	182.666666667	684.333333333	867
XP_012246076.1	314.333333333	1131.66666667	1446
XP_012246077.1	133.333333333	505.666666667	639
XP_012246078.1	98.0	364.0	462
XP_012246079.1	743.333333333	2736.66666667	3480
XP_012246080.1	273.333333333	1004.66666667	1278
XP_012246081.1	919.333333333	3229.66666667	4149
XP_012246082.1	866.0	3163.0	4029
XP_012246083.1	144.666666667	530.333333333	675
XP_012246084.1	150.666666667	551.333333333	702
XP_012246085.1	208.333333333	799.666666667	1008
XP_012246086.1	267.333333333	950.666666667	1218
XP_012246087.1	163.0	593.0	756
XP_012246088.1	185.0	649.0	834
XP_012246089.1	238.666666667	865.333333333	1104
XP_012246090.1	114.333333333	419.666666667	534
XP_012246091.1	435.0	1590.0	2025
XP_012246092.1	94.3333333333	376.666666667	471
XP_012246093.1	118.666666667	484.333333333	603
XP_012246097.1	2499.66666667	7748.33333333	10248
XP_012246105.1	483.666666667	1685.33333333	2169
XP_012246106.1	127.333333333	538.666666667	666
XP_012246107.1	110.333333333	402.666666667	513
XP_012246117.1	264.0	930.0	1194
XP_012246122.1	94.0	374.0	468
XP_012246123.1	696.0	2799.0	3495
XP_012246124.1	268.333333333	1048.66666667	1317
XP_012246125.1	2660.33333333	10311.6666667	12972
XP_012246128.1	232.666666667	757.333333333	990
XP_012246129.1	65.3333333333	261.666666667	327
XP_012246132.1	973.333333333	3952.66666667	4926
XP_012246133.1	949.333333333	3769.66666667	4719
XP_012246135.1	391.0	1421.0	1812
XP_012246137.1	451.666666667	1717.33333333	2169
XP_012246140.1	431.666666667	1653.33333333	2085
XP_012246144.1	69.6666666667	281.333333333	351
XP_012246145.1	383.0	1348.0	1731
XP_012246150.1	293.333333333	1278.66666667	1572
XP_012246153.1	328.666666667	1225.33333333	1554
XP_012246158.1	385.666666667	1291.33333333	1692
XP_012246166.1	212.333333333	951.666666667	1164
XP_012246167.1	205.666666667	868.333333333	1074
XP_012246168.1	209.333333333	795.666666667	1005
XP_012246171.1	164.333333333	639.666666667	804
XP_012246173.1	120.0	513.0	633
XP_012246174.1	113.333333333	471.666666667	585
XP_012246175.1	113.0	457.0	573
XP_012246176.1	78.0	267.0	345
XP_012246179.1	129.666666667	443.333333333	573
XP_012246180.1	382.666666667	1651.33333333	2034
XP_012246181.1	224.0	793.0	1017
XP_012246182.1	244.333333333	982.666666667	1227
XP_012246183.1	109.666666667	418.333333333	528
XP_012246184.1	282.666666667	1058.33333333	1341
XP_012246185.1	381.333333333	1340.66666667	1722
XP_012246186.1	150.0	549.0	699
XP_012246187.1	182.666666667	780.333333333	963
XP_012246188.1	252.666666667	860.333333333	1113
XP_012246189.1	174.666666667	653.333333333	828
XP_012246190.1	252.333333333	1088.66666667	1341
XP_012246191.1	467.333333333	1848.66666667	2316
XP_012246194.1	425.333333333	1647.66666667	2073
XP_012246199.1	463.0	1601.0	2064
XP_012246201.1	209.666666667	870.333333333	1080
XP_012246203.1	208.333333333	826.666666667	1035
XP_012246204.1	204.666666667	743.333333333	948
XP_012246205.1	219.666666667	773.333333333	993
XP_012246208.1	172.333333333	724.666666667	897
XP_012246209.1	279.0	1164.0	1443
XP_012246210.1	510.0	1566.0	2076
XP_012246211.1	290.333333333	1134.66666667	1425
XP_012246215.1	313.666666667	1057.33333333	1383
XP_012246216.1	84.6666666667	287.333333333	372
XP_012246217.1	263.333333333	1011.66666667	1275
XP_012246218.1	729.666666667	2702.33333333	3432
XP_012246219.1	329.666666667	1197.33333333	1527
XP_012246220.1	131.333333333	606.666666667	738
XP_012246221.1	292.666666667	985.333333333	1278
XP_012246222.1	137.0	526.0	663
XP_012246223.1	864.666666667	3326.33333333	4191
XP_012246232.1	303.0	1128.0	1431
XP_012246235.1	292.666666667	1138.33333333	1431
XP_012246239.1	1196.66666667	4056.33333333	5262
XP_012246241.1	159.666666667	710.333333333	870
XP_012246244.1	303.666666667	1136.33333333	1440
XP_012246245.1	1063.66666667	4087.33333333	5151
XP_012246247.1	445.0	1766.0	2211
XP_012246250.1	69.0	300.0	369
XP_012246255.1	1636.66666667	5947.33333333	7584
XP_012246257.1	387.333333333	1412.66666667	1800
XP_012246260.1	625.666666667	2356.33333333	2982
XP_012246261.1	283.333333333	1042.66666667	1326
XP_012246264.1	599.333333333	2184.66666667	2784
XP_012246272.1	356.666666667	1359.33333333	1716
XP_012246273.1	175.333333333	706.666666667	882
XP_012246275.1	180.666666667	836.333333333	1017
XP_012246278.1	129.333333333	560.666666667	690
XP_012246282.1	168.0	642.0	810
XP_012246283.1	683.0	2992.0	3675
XP_012246286.1	129.0	639.0	768
XP_012246287.1	135.0	621.0	756
XP_012246288.1	107.0	448.0	555
XP_012246293.1	499.333333333	1555.66666667	2064
XP_012246295.1	96.6666666667	287.333333333	384
XP_012246305.1	1273.66666667	4417.33333333	5691
XP_012246306.1	1102.0	4661.0	5763
XP_012246309.1	393.666666667	1550.33333333	1944
XP_012246310.1	285.666666667	1118.33333333	1404
XP_012246311.1	329.666666667	1167.33333333	1497
XP_012246312.1	342.0	1194.0	1536
XP_012246320.1	541.333333333	2086.66666667	2628
XP_012246323.1	147.666666667	629.333333333	777
XP_012246324.1	175.666666667	703.333333333	879
XP_012246330.1	244.666666667	871.333333333	1116
XP_012246333.1	257.666666667	936.333333333	1194
XP_012246336.1	69.3333333333	293.666666667	363
XP_012246337.1	423.0	1581.0	2004
XP_012246338.1	846.666666667	3056.33333333	3903
XP_012246340.1	163.333333333	700.666666667	864
XP_012246341.1	248.333333333	1029.66666667	1278
XP_012246342.1	127.0	575.0	702
XP_012246346.1	104.0	436.0	540
XP_012246347.1	504.333333333	2009.66666667	2514
XP_012246349.1	556.0	1922.0	2478
XP_012246354.1	172.333333333	577.666666667	750
XP_012246360.1	136.0	596.0	732
XP_012246361.1	459.0	1647.0	2106
XP_012246362.1	81.0	312.0	393
XP_012246363.1	114.666666667	440.333333333	555
XP_012246364.1	162.333333333	647.666666667	810
XP_012246365.1	383.333333333	1542.66666667	1926
XP_012246366.1	85.6666666667	328.333333333	414
XP_012246367.1	309.666666667	1100.33333333	1410
XP_012246368.1	325.333333333	1114.66666667	1440
XP_012246369.1	132.666666667	458.333333333	591
XP_012246370.1	347.666666667	1305.33333333	1653
XP_012246371.1	161.333333333	633.666666667	795
XP_012246372.1	358.333333333	1573.66666667	1932
XP_012246376.1	110.0	472.0	582
XP_012246378.1	196.333333333	679.666666667	876
XP_012246384.1	127.666666667	445.333333333	573
XP_012246386.1	174.666666667	719.333333333	894
XP_012246391.1	1098.66666667	3986.33333333	5085
XP_012246399.1	384.0	1377.0	1761
XP_012246400.1	1387.33333333	4591.66666667	5979
XP_012246402.1	360.666666667	1358.33333333	1719
XP_012246405.1	798.0	3021.0	3819
XP_012246410.1	451.0	1808.0	2259
XP_012246413.1	763.333333333	3205.66666667	3969
XP_012246415.1	213.666666667	788.333333333	1002
XP_012246424.1	857.333333333	2763.66666667	3621
XP_012246426.1	383.333333333	1596.66666667	1980
XP_012246436.1	243.0	912.0	1155
XP_012246439.1	195.333333333	701.666666667	897
XP_012246443.1	131.333333333	450.666666667	582
XP_012246444.1	162.0	606.0	768
XP_012246446.1	981.333333333	3431.66666667	4413
XP_012246449.1	213.333333333	926.666666667	1140
XP_012246460.1	452.333333333	1830.66666667	2283
XP_012246468.1	219.0	732.0	951
XP_012246469.1	268.0	1076.0	1344
XP_012246470.1	268.0	998.0	1266
XP_012246471.1	189.0	711.0	900
XP_012246472.1	285.333333333	1013.66666667	1299
XP_012246474.1	222.666666667	851.333333333	1074
XP_012246475.1	131.666666667	489.333333333	621
XP_012246476.1	281.666666667	1059.33333333	1341
XP_012246477.1	84.0	330.0	414
XP_012246478.1	127.333333333	484.666666667	612
XP_012246479.1	50.3333333333	255.666666667	306
XP_012246480.1	240.0	900.0	1140
XP_012246481.1	293.0	1030.0	1323
XP_012246482.1	379.666666667	1318.33333333	1698
XP_012246483.1	212.333333333	804.666666667	1017
XP_012246484.1	672.333333333	2393.66666667	3066
XP_012246486.1	408.666666667	1607.33333333	2016
XP_012246487.1	127.0	488.0	615
XP_012246488.1	277.0	1076.0	1353
XP_012246489.1	171.666666667	653.333333333	825
XP_012246491.1	76.6666666667	352.333333333	429
XP_012246492.1	60.0	243.0	303
XP_012246493.1	100.666666667	370.333333333	471
XP_012246494.1	172.0	695.0	867
XP_012246495.1	82.6666666667	352.333333333	435
XP_012246496.1	200.333333333	738.666666667	939
XP_012246497.1	682.333333333	2809.66666667	3492
XP_012246498.1	398.0	1516.0	1914
XP_012246499.1	75.3333333333	326.666666667	402
XP_012246500.1	361.666666667	1429.33333333	1791
XP_012246501.1	410.0	1654.0	2064
XP_012246502.1	142.666666667	532.333333333	675
XP_012246503.1	255.666666667	935.333333333	1191
XP_012246505.1	184.333333333	670.666666667	855
XP_012246506.1	118.0	455.0	573
XP_012246507.1	161.0	658.0	819
XP_012246508.1	523.0	2057.0	2580
XP_012246510.1	190.333333333	694.666666667	885
XP_012246511.1	209.333333333	837.666666667	1047
XP_012246512.1	157.0	593.0	750
XP_012246513.1	610.0	2156.0	2766
XP_012246514.1	168.0	588.0	756
XP_012246515.1	195.0	675.0	873
XP_012246516.1	326.666666667	1341.33333333	1668
XP_012246517.1	110.666666667	444.333333333	555
XP_012246518.1	875.0	3472.0	4347
XP_012246522.1	724.333333333	2581.66666667	3306
XP_012246525.1	379.333333333	1759.66666667	2139
XP_012246526.1	307.666666667	1141.33333333	1449
XP_012246532.1	201.666666667	800.333333333	1002
XP_012246533.1	145.0	608.0	753
XP_012246534.1	467.666666667	1677.33333333	2145
XP_012246536.1	111.666666667	383.333333333	495
XP_012246538.1	1396.33333333	4822.66666667	6219
XP_012246542.1	571.666666667	2479.33333333	3051
XP_012246546.1	416.0	1867.0	2283
XP_012246551.1	1757.33333333	6372.66666667	8130
XP_012246556.1	329.666666667	1215.33333333	1545
XP_012246560.1	219.0	927.0	1146
XP_012246561.1	613.666666667	2362.33333333	2976
XP_012246562.1	193.0	806.0	999
XP_012246563.1	802.0	2816.0	3618
XP_012246566.1	165.0	582.0	747
XP_012246567.1	148.666666667	463.333333333	612
XP_012246568.1	555.333333333	2111.66666667	2667
XP_012246569.1	189.666666667	767.333333333	957
XP_012246575.1	756.333333333	3083.66666667	3840
XP_012246576.1	215.0	898.0	1113
XP_012246577.1	156.0	708.0	864
XP_012246580.1	99.0	339.0	438
XP_012246581.1	165.0	564.0	729
XP_012246582.1	2270.66666667	8394.33333333	10665
XP_012246583.1	3893.0	14671.0	18564
XP_012246584.1	84.6666666667	350.333333333	435
XP_012246585.1	311.666666667	1230.33333333	1542
XP_012246589.1	9257.66666667	34419.3333333	43677
XP_012246596.1	2856.66666667	10412.3333333	13269
XP_012246602.1	430.666666667	1624.33333333	2055
XP_012246605.1	259.666666667	973.333333333	1233
XP_012246608.1	275.666666667	969.333333333	1245
XP_012246609.1	973.666666667	3364.33333333	4338
XP_012246610.1	228.666666667	797.333333333	1026
XP_012246611.1	474.333333333	1751.66666667	2226
XP_012246612.1	455.0	1633.0	2088
XP_012246613.1	123.333333333	455.666666667	579
XP_012246619.1	341.333333333	1188.66666667	1530
XP_012246620.1	1207.0	4247.0	5454
XP_012246621.1	1216.66666667	4006.33333333	5223
XP_012246626.1	293.0	928.0	1221
XP_012246627.1	97.0	419.0	516
XP_012246629.1	388.666666667	1465.33333333	1854
XP_012246634.1	193.333333333	736.666666667	930
XP_012246635.1	250.666666667	988.333333333	1239
XP_012246636.1	242.666666667	972.333333333	1215
XP_012246637.1	213.666666667	842.333333333	1056
XP_012246638.1	253.0	1064.0	1317
XP_012246639.1	954.0	3291.0	4245
XP_012246640.1	250.333333333	1054.66666667	1305
XP_012246641.1	190.0	794.0	984
XP_012246642.1	364.0	1274.0	1638
XP_012246643.1	304.0	1217.0	1524
XP_012246644.1	734.333333333	2097.66666667	2832
XP_012246645.1	406.0	1517.0	1923
XP_012246646.1	621.0	2550.0	3171
XP_012246649.1	326.333333333	1026.66666667	1368
XP_012246650.1	272.666666667	834.333333333	1107
XP_012246651.1	149.333333333	642.666666667	792
XP_012246652.1	255.666666667	860.333333333	1116
XP_012246657.1	711.0	2604.0	3315
XP_012246660.1	373.0	1430.0	1803
XP_012246661.1	312.666666667	1193.33333333	1506
XP_012246662.1	213.0	837.0	1050
XP_012246665.1	749.666666667	2769.33333333	3519
XP_012246671.1	365.666666667	1215.33333333	1581
XP_012246675.1	107.333333333	393.666666667	501
XP_012246681.1	429.333333333	1577.66666667	2007
XP_012246683.1	342.0	1341.0	1683
XP_012246684.1	344.0	1258.0	1602
XP_012246685.1	135.333333333	524.666666667	660
XP_012246686.1	1663.0	5645.0	7308
XP_012246689.1	188.0	697.0	885
XP_012246695.1	540.0	1920.0	2460
XP_012246696.1	960.0	3702.0	4662
XP_012246711.1	301.666666667	1309.33333333	1611
XP_012246715.1	730.333333333	2581.66666667	3312
XP_012246718.1	398.333333333	1458.66666667	1857
XP_012246721.1	1200.66666667	3986.33333333	5187
XP_012246724.1	322.0	1004.0	1332
XP_012246725.1	373.0	1256.0	1629
XP_012246727.1	286.0	1136.0	1422
XP_012246728.1	359.0	1558.0	1917
XP_012246730.1	134.0	307.0	441
XP_012246731.1	268.666666667	1015.33333333	1284
XP_012246734.1	60.0	207.0	267
XP_012246736.1	532.0	2099.0	2631
XP_012246737.1	507.666666667	1991.33333333	2499
XP_012246738.1	424.0	1742.0	2166
XP_012246740.1	255.333333333	1016.66666667	1272
XP_012246741.1	332.333333333	1488.66666667	1821
XP_012246744.1	141.666666667	677.333333333	819
XP_012246752.1	260.0	1006.0	1266
XP_012246753.1	102.333333333	458.666666667	561
XP_012246754.1	536.333333333	2058.66666667	2595
XP_012246755.1	139.666666667	508.333333333	648
XP_012246756.1	243.666666667	890.333333333	1134
XP_012246757.1	336.333333333	1208.66666667	1545
XP_012246758.1	430.666666667	1438.33333333	1869
XP_012246759.1	79.3333333333	274.666666667	354
XP_012246760.1	376.333333333	1291.66666667	1710
XP_012246762.1	234.0	900.0	1134
XP_012246767.1	126.0	513.0	639
XP_012246768.1	93.3333333333	386.666666667	480
XP_012246769.1	126.0	486.0	612
XP_012246771.1	490.333333333	1846.66666667	2337
XP_012246777.1	188.0	781.0	969
XP_012246779.1	380.0	1255.0	1635
XP_012246782.1	78.6666666667	356.333333333	435
XP_012246785.1	385.0	1451.0	1836
XP_012246788.1	248.0	853.0	1101
XP_012246791.1	342.0	1380.0	1722
XP_012246793.1	229.333333333	964.666666667	1194
XP_012246794.1	301.666666667	1132.33333333	1434
XP_012246799.1	346.0	1304.0	1650
XP_012246804.1	595.0	2210.0	2805
XP_012246807.1	605.333333333	2529.66666667	3135
XP_012246808.1	353.333333333	1263.66666667	1617
XP_012246809.1	1663.33333333	6007.66666667	7671
XP_012246811.1	919.666666667	4021.33333333	4941
XP_012246815.1	561.333333333	2441.66666667	3003
XP_012246817.1	530.666666667	2190.33333333	2721
XP_012246820.1	544.0	1988.0	2532
XP_012246825.1	479.0	2026.0	2505
XP_012246826.1	498.0	1929.0	2427
XP_012246835.1	493.0	1865.0	2358
XP_012246840.1	189.0	843.0	1032
XP_012246841.1	437.0	1834.0	2271
XP_012246843.1	403.0	1784.0	2187
XP_012246845.1	423.666666667	1703.33333333	2127
XP_012246848.1	462.0	1653.0	2115
XP_012246856.1	361.666666667	1351.33333333	1713
XP_012246859.1	372.0	1422.0	1794
XP_012246860.1	372.0	1374.0	1746
XP_012246863.1	371.666666667	1320.33333333	1692
XP_012246867.1	294.0	1224.0	1518
XP_012246868.1	337.0	1334.0	1671
XP_012246872.1	322.666666667	1216.33333333	1539
XP_012246873.1	311.666666667	1203.33333333	1515
XP_012246875.1	318.666666667	1187.33333333	1506
XP_012246877.1	219.0	798.0	1017
XP_012246881.1	286.0	1184.0	1470
XP_012246884.1	305.0	1126.0	1431
XP_012246889.1	301.333333333	1111.66666667	1413
XP_012246894.1	184.0	815.0	999
XP_012246895.1	226.333333333	859.666666667	1086
XP_012246898.1	268.0	866.0	1134
XP_012246902.1	200.333333333	837.666666667	1038
XP_012246905.1	175.666666667	754.333333333	930
XP_012246906.1	214.0	806.0	1020
XP_012246911.1	209.666666667	735.333333333	945
XP_012246913.1	124.666666667	487.333333333	612
XP_012246914.1	122.333333333	486.666666667	609
XP_012246916.1	118.0	488.0	606
XP_012246923.1	119.0	445.0	564
XP_012246924.1	104.0	382.0	486
XP_012246926.1	94.0	377.0	471
XP_012246932.1	70.3333333333	298.666666667	369
XP_012246935.1	62.3333333333	258.666666667	321
XP_012246936.1	729.0	2775.0	3504
XP_012246937.1	106.333333333	325.666666667	432
XP_012246938.1	181.666666667	739.333333333	921
XP_012246939.1	155.333333333	576.666666667	732
XP_012246946.1	693.333333333	2765.66666667	3459
XP_012246952.1	235.666666667	1069.33333333	1305
XP_012246956.1	281.333333333	1062.66666667	1344
XP_012246958.1	336.0	1464.0	1800
XP_012246959.1	138.666666667	602.333333333	741
XP_012246960.1	124.0	506.0	630
XP_012246963.1	170.666666667	648.333333333	819
XP_012246966.1	147.333333333	668.666666667	816
XP_012246968.1	387.0	1224.0	1614
XP_012246969.1	1001.0	3403.0	4488
XP_012246971.1	44.3333333333	171.666666667	216
XP_012246972.1	135.666666667	545.333333333	681
XP_012246975.1	457.333333333	1744.66666667	2202
XP_012246981.1	569.0	1921.0	2541
XP_012246983.1	304.333333333	1180.66666667	1485
XP_012246985.1	411.0	1653.0	2064
XP_012246986.1	71.6666666667	276.333333333	348
XP_012246988.1	219.666666667	881.333333333	1101
XP_012246994.1	212.333333333	828.666666667	1041
XP_012246997.1	30.6666666667	116.333333333	147
XP_012247000.1	261.333333333	1007.66666667	1269
XP_012247002.1	865.333333333	3406.66666667	4272
XP_012247003.1	704.0	2632.0	3336
XP_012247004.1	439.666666667	1759.33333333	2199
XP_012247005.1	373.0	1247.0	1620
XP_012247006.1	99.0	357.0	456
XP_012247010.1	118.0	467.0	585
XP_012247018.1	159.666666667	620.333333333	780
XP_012247019.1	306.666666667	1193.33333333	1500
XP_012247024.1	457.666666667	1768.33333333	2226
XP_012247025.1	677.666666667	2643.33333333	3321
XP_012247028.1	144.666666667	563.333333333	708
XP_012247030.1	253.333333333	895.666666667	1149
XP_012247031.1	300.333333333	1043.66666667	1344
XP_012247032.1	226.333333333	718.666666667	945
XP_012247033.1	760.333333333	3112.66666667	3873
XP_012247034.1	132.333333333	530.666666667	663
XP_012247038.1	662.0	2653.0	3315
XP_012247042.1	503.666666667	1860.33333333	2364
XP_012247046.1	153.333333333	590.666666667	744
XP_012247047.1	140.333333333	570.666666667	711
XP_012247048.1	913.0	3668.0	4581
XP_012247062.1	272.333333333	1017.66666667	1290
XP_012247065.1	2004.66666667	6854.33333333	8859
XP_012247067.1	737.0	3046.0	3783
XP_012247068.1	118.0	491.0	609
XP_012247069.1	589.333333333	2194.66666667	2784
XP_012247073.1	399.666666667	1697.33333333	2097
XP_012247075.1	221.666666667	891.333333333	1113
XP_012247077.1	432.666666667	1508.33333333	1941
XP_012247082.1	678.333333333	2315.66666667	3000
XP_012247083.1	704.0	2983.0	3687
XP_012247090.1	892.0	3350.0	4242
XP_012247091.1	349.333333333	1357.66666667	1707
XP_012247093.1	78.3333333333	293.666666667	372
XP_012247094.1	273.0	1104.0	1377
XP_012247098.1	142.0	473.0	618
XP_012247099.1	99.6666666667	377.333333333	477
XP_012247100.1	219.0	804.0	1023
XP_012247101.1	1944.0	6822.0	8766
XP_012247110.1	235.0	944.0	1179
XP_012247116.1	902.333333333	3798.66666667	4701
XP_012247119.1	209.666666667	900.333333333	1110
XP_012247121.1	121.333333333	481.666666667	603
XP_012247123.1	323.0	1081.0	1404
XP_012247124.1	120.666666667	464.333333333	585
XP_012247127.1	377.333333333	1572.66666667	1950
XP_012247130.1	177.666666667	701.333333333	879
XP_012247131.1	173.333333333	645.666666667	819
XP_012247133.1	468.0	1905.0	2373
XP_012247136.1	50.0	208.0	258
XP_012247138.1	149.333333333	579.666666667	729
XP_012247139.1	117.666666667	428.333333333	546
XP_012247140.1	90.3333333333	278.666666667	369
XP_012247141.1	546.333333333	2135.66666667	2682
XP_012247142.1	551.0	2053.0	2604
XP_012247146.1	293.666666667	1077.33333333	1371
XP_012247147.1	78.6666666667	305.333333333	384
XP_012247148.1	166.666666667	604.333333333	771
XP_012247149.1	276.666666667	1145.33333333	1422
XP_012247151.1	245.0	853.0	1098
XP_012247153.1	186.666666667	626.333333333	813
XP_012247154.1	99.0	360.0	459
XP_012247155.1	203.333333333	639.666666667	843
XP_012247156.1	365.333333333	1299.66666667	1665
XP_012247159.1	200.666666667	840.333333333	1041
XP_012247162.1	110.666666667	420.333333333	531
XP_012247163.1	137.333333333	453.666666667	591
XP_012247164.1	110.666666667	423.333333333	537
XP_012247165.1	208.333333333	718.666666667	927
XP_012247166.1	396.0	1458.0	1854
XP_012247173.1	1460.33333333	5379.66666667	6840
XP_012247178.1	235.333333333	1045.66666667	1281
XP_012247181.1	741.333333333	2903.66666667	3645
XP_012247183.1	715.333333333	2551.66666667	3267
XP_012247185.1	395.333333333	1539.66666667	1935
XP_012247194.1	300.333333333	1037.66666667	1338
XP_012247197.1	289.0	1040.0	1329
XP_012247200.1	291.666666667	1106.33333333	1398
XP_012247202.1	218.333333333	978.666666667	1197
XP_012247206.1	180.333333333	815.666666667	996
XP_012247207.1	689.333333333	2748.66666667	3438
XP_012247215.1	337.333333333	1252.66666667	1590
XP_012247219.1	312.0	1203.0	1515
XP_012247220.1	762.333333333	2306.66666667	3069
XP_012247221.1	94.6666666667	385.333333333	480
XP_012247223.1	346.0	1334.0	1683
XP_012247224.1	945.333333333	3872.66666667	4818
XP_012247231.1	271.666666667	1039.33333333	1311
XP_012247241.1	459.666666667	1898.33333333	2358
XP_012247242.1	381.666666667	1415.33333333	1797
XP_012247245.1	63.3333333333	257.666666667	321
XP_012247246.1	339.666666667	1229.33333333	1569
XP_012247248.1	248.0	805.0	1053
XP_012247249.1	136.666666667	568.333333333	705
XP_012247250.1	294.333333333	1193.66666667	1488
XP_012247253.1	261.666666667	842.333333333	1104
XP_012247254.1	115.333333333	454.666666667	570
XP_012247255.1	71.0	316.0	390
XP_012247257.1	175.666666667	757.333333333	933
XP_012247258.1	107.666666667	525.333333333	633
XP_012247260.1	303.666666667	1049.33333333	1353
