genus	id	trg	og	n	ortho	gamma
Bumblebees	Bimp00485	Insecta	INS022156	2	GB46057	1.579544808
Honey bees	GB46057	Insecta	INS022156	2	Bimp00485	0.496648286
Bumblebees	Bimp09555	Hymenoptera	INS022159	2	GB53116	0.324511341
Honey bees	GB53116	Hymenoptera	INS022159	2	Bimp09555	1.64148965
Bumblebees	Bimp03719	Insecta	INS022160	2	GB44868	0.802329129
Honey bees	GB44868	Insecta	INS022160	2	Bimp03719	0.636990363
Bumblebees	Bimp05708	Insecta	INS022163	2	GB52419	0.598436491
Honey bees	GB52419	Insecta	INS022163	2	Bimp05708	-0.279731016
Bumblebees	Bimp04885	Insecta	INS022172	2	GB46985	0.214371945
Honey bees	GB46985	Insecta	INS022172	2	Bimp04885	-0.584117279
Bumblebees	Bimp01014	Apoidea	INS022174	2	GB48038	2.510235244
Honey bees	GB48038	Apoidea	INS022174	2	Bimp01014	0.976771833
Bumblebees	Bimp08586	Insecta	INS022175	2	GB45560	0.871696796
Honey bees	GB45560	Insecta	INS022175	2	Bimp08586	-0.238168198
Bumblebees	Bimp08535	Insecta	INS022178	2	GB50438	-0.035095395
Honey bees	GB50438	Insecta	INS022178	2	Bimp08535	-0.586872898
Bumblebees	Bimp00592	Insecta	INS022179	2	GB52796	1.045126085
Honey bees	GB52796	Insecta	INS022179	2	Bimp00592	-0.50144505
Bumblebees	Bimp12617	Insecta	INS022198	2	GB54961	1.398744304
Honey bees	GB54961	Insecta	INS022198	2	Bimp12617	0.465213212
Bumblebees	Bimp10073	Insecta	INS022200	2	GB54701	0.372440946
Honey bees	GB54701	Insecta	INS022200	2	Bimp10073	-0.504003815
Bumblebees	Bimp07689	Insecta	INS022207	2	GB51732	0.979823813
Honey bees	GB51732	Insecta	INS022207	2	Bimp07689	1.034053532
Bumblebees	Bimp13252	Insecta	INS022209	2	GB41809	1.190729965
Honey bees	GB41809	Insecta	INS022209	2	Bimp13252	0.019693625
Bumblebees	Bimp05757	Insecta	INS022218	2	GB54984	0.35688722
Honey bees	GB54984	Insecta	INS022218	2	Bimp05757	-0.464356076
Bumblebees	Bimp00307	Insecta	INS022225	2	GB55139	0.550980014
Honey bees	GB55139	Insecta	INS022225	2	Bimp00307	0.28889503
Bumblebees	Bimp08530	Hymenoptera	INS022230	2	GB50451	0.526120763
Honey bees	GB50451	Hymenoptera	INS022230	2	Bimp08530	0.435426394
Bumblebees	Bimp07940	Insecta	INS022234	2	GB55989	0.99771674
Honey bees	GB55989	Insecta	INS022234	2	Bimp07940	0.310593864
Bumblebees	Bimp05217	Insecta	INS022236	2	GB41158	0.588965294
Honey bees	GB41158	Insecta	INS022236	2	Bimp05217	-0.319647371
Bumblebees	Bimp13572	Insecta	INS022240	2	GB50637	0.405328964
Honey bees	GB50637	Insecta	INS022240	2	Bimp13572	-0.76333893
Bumblebees	Bimp06510	Insecta	INS022241	2	GB50092	2.030020669
Honey bees	GB50092	Insecta	INS022241	2	Bimp06510	-0.248707331
Bumblebees	Bimp12561	Insecta	INS022242	2	GB55828	0.802692594
Honey bees	GB55828	Insecta	INS022242	2	Bimp12561	-0.229033139
Honey bees	GB50780	Insecta	INS022244	2	Bimp11778	0.714978767
Honey bees	GB50783	Insecta	INS022244	2	Bimp11778	-0.154652256
Bumblebees	Bimp01112	Hymenoptera	INS022245	2	GB50766	0.720239227
Honey bees	GB50766	Hymenoptera	INS022245	2	Bimp01112	0.614846675
Bumblebees	Bimp09123	Insecta	INS022250	2	GB41757	0.010084392
Honey bees	GB41757	Insecta	INS022250	2	Bimp09123	0.38610335
Bumblebees	Bimp14315	Insecta	INS022252	2	GB55643	0.382354711
Honey bees	GB55643	Insecta	INS022252	2	Bimp14315	-0.411809461
Bumblebees	Bimp01176	Insecta	INS022257	2	GB47259	0.490659031
Honey bees	GB47259	Insecta	INS022257	2	Bimp01176	-0.153929255
Bumblebees	Bimp06090	Insecta	INS022262	2	GB48772	0.771203785
Honey bees	GB48772	Insecta	INS022262	2	Bimp06090	0.104720406
Bumblebees	Bimp00777	Insecta	INS022265	2	GB52690	0.752774616
Honey bees	GB52690	Insecta	INS022265	2	Bimp00777	0.371555954
Bumblebees	Bimp12448	Insecta	INS022266	2	GB46750	0.16477867
Honey bees	GB46750	Insecta	INS022266	2	Bimp12448	-0.213298987
Bumblebees	Bimp12756	Insecta	INS022268	2	GB55572	1.170763901
Honey bees	GB55572	Insecta	INS022268	2	Bimp12756	-0.456928553
Bumblebees	Bimp04709	Insecta	INS022271	2	GB53186	0.929275556
Honey bees	GB53186	Insecta	INS022271	2	Bimp04709	0.206946515
Bumblebees	Bimp02786	Insecta	INS022272	2	GB55219	-0.041440106
Honey bees	GB55219	Insecta	INS022272	2	Bimp02786	1.338118398
Bumblebees	Bimp12351	Insecta	INS022273	2	GB51081	0.133377375
Honey bees	GB51081	Insecta	INS022273	2	Bimp12351	-0.122595703
Bumblebees	Bimp11169	Insecta	INS022275	2	GB42758	0.707711393
Honey bees	GB42758	Insecta	INS022275	2	Bimp11169	0.857015696
Bumblebees	Bimp01424	Insecta	INS022288	2	GB42639	0.867903831
Honey bees	GB42639	Insecta	INS022288	2	Bimp01424	0.658246385
Bumblebees	Bimp10997	Insecta	INS022289	2	GB50668	1.435938231
Honey bees	GB50668	Insecta	INS022289	2	Bimp10997	0.225994612
Bumblebees	Bimp09998	Insecta	INS022297	2	GB49415	0.460959559
Honey bees	GB49415	Insecta	INS022297	2	Bimp09998	-0.588203836
Bumblebees	Bimp06237	Insecta	INS022304	2	GB41492	0.202051122
Honey bees	GB41492	Insecta	INS022304	2	Bimp06237	-0.491010707
Bumblebees	Bimp09064	Insecta	INS022309	2	GB54526	-0.430491034
Honey bees	GB54526	Insecta	INS022309	2	Bimp09064	0.415615301
Bumblebees	Bimp08607	Insecta	INS022313	2	GB49660	0.880985113
Honey bees	GB49660	Insecta	INS022313	2	Bimp08607	0.766983398
Bumblebees	Bimp11530	Insecta	INS022314	2	GB41633	1.616982634
Honey bees	GB41633	Insecta	INS022314	2	Bimp11530	0.664941988
Bumblebees	Bimp01191	Insecta	INS022332	2	GB47232	-0.303463115
Honey bees	GB47232	Insecta	INS022332	2	Bimp01191	-0.170441255
Bumblebees	Bimp00673	Insecta	INS022333	2	GB54042	1.037463954
Honey bees	GB54042	Insecta	INS022333	2	Bimp00673	0.436428227
Bumblebees	Bimp13000	Insecta	INS022338	2	GB47514	0.456961309
Honey bees	GB47514	Insecta	INS022338	2	Bimp13000	0.363903243
Bumblebees	Bimp10025	Insecta	INS022339	2	GB52009	1.275916397
Honey bees	GB52009	Insecta	INS022339	2	Bimp10025	-0.290995178
Bumblebees	Bimp11149	Insecta	INS022341	2	GB50569	0.47493633
Honey bees	GB50569	Insecta	INS022341	2	Bimp11149	0.020736504
Bumblebees	Bimp00329	Insecta	INS022346	2	GB55229	0.179528311
Honey bees	GB55229	Insecta	INS022346	2	Bimp00329	-0.713586548
Bumblebees	Bimp02433	Insecta	INS022350	2	GB44173	0.613310212
Honey bees	GB44173	Insecta	INS022350	2	Bimp02433	-0.415978238
Bumblebees	Bimp08383	Insecta	INS022354	2	GB52986	0.349202208
Honey bees	GB52986	Insecta	INS022354	2	Bimp08383	-0.212243244
Bumblebees	Bimp03317	Insecta	INS022356	2	GB47591	0.576662032
Honey bees	GB47591	Insecta	INS022356	2	Bimp03317	0.131653652
Bumblebees	Bimp08307	Insecta	INS022359	2	GB55306	0.777247826
Honey bees	GB55306	Insecta	INS022359	2	Bimp08307	0.789411302
Bumblebees	Bimp13981	Insecta	INS022362	2	GB41283	1.101162206
Honey bees	GB41283	Insecta	INS022362	2	Bimp13981	1.70255081
Bumblebees	Bimp00082	Insecta	INS022363	2	GB42690	0.566534097
Honey bees	GB42690	Insecta	INS022363	2	Bimp00082	-0.760320291
Bumblebees	Bimp09882	Insecta	INS022367	2	GB49371	-0.172066514
Honey bees	GB49371	Insecta	INS022367	2	Bimp09882	0.24128442
Bumblebees	Bimp08290	Insecta	INS022369	2	GB55295	0.793636668
Honey bees	GB55295	Insecta	INS022369	2	Bimp08290	0.566653668
Bumblebees	Bimp01290	Insecta	INS022383	2	GB42998	1.710441111
Honey bees	GB42998	Insecta	INS022383	2	Bimp01290	0.599022241
Bumblebees	Bimp03978	Hymenoptera	INS022384	2	GB42554	-0.029618947
Honey bees	GB42554	Hymenoptera	INS022384	2	Bimp03978	0.788087849
Honey bees	GB53448	Hymenoptera	INS022391	2	NA	0.093958718
Honey bees	GB53449	Hymenoptera	INS022391	2	NA	-0.491686787
Bumblebees	Bimp12708	Insecta	INS022393	2	GB51201	0.536293264
Honey bees	GB51201	Insecta	INS022393	2	Bimp12708	-0.385062813
Bumblebees	Bimp06439	Insecta	INS022399	2	GB54469	1.035932986
Honey bees	GB54469	Insecta	INS022399	2	Bimp06439	0.274039943
Bumblebees	Bimp08060	Insecta	INS022405	2	GB54344	0.424384773
Honey bees	GB54344	Insecta	INS022405	2	Bimp08060	-0.038921898
Bumblebees	Bimp05160	Insecta	INS022406	2	GB44684	0.652398403
Honey bees	GB44684	Insecta	INS022406	2	Bimp05160	-0.362276807
Bumblebees	Bimp06323	Insecta	INS022422	2	GB51204	1.250122061
Honey bees	GB51204	Insecta	INS022422	2	Bimp06323	-0.451911079
Bumblebees	Bimp05579	Insecta	INS022449	2	GB48882	0.610612103
Honey bees	GB48882	Insecta	INS022449	2	Bimp05579	-1.072805423
Bumblebees	Bimp03143	Insecta	INS022450	2	GB51793	-0.064649199
Honey bees	GB51793	Insecta	INS022450	2	Bimp03143	-0.010040686
Bumblebees	Bimp12905	Insecta	INS022452	2	GB50928	0.796019698
Honey bees	GB50928	Insecta	INS022452	2	Bimp12905	-0.078574528
Bumblebees	Bimp08778	Insecta	INS022458	2	GB41018	0.419460768
Honey bees	GB41018	Insecta	INS022458	2	Bimp08778	-0.182031541
Bumblebees	Bimp09172	Insecta	INS022463	2	GB42155	-0.058368266
Honey bees	GB42155	Insecta	INS022463	2	Bimp09172	0.304824974
Bumblebees	Bimp03980	Insecta	INS022465	2	GB42553	-0.10648965
Honey bees	GB42553	Insecta	INS022465	2	Bimp03980	0.420858266
Bumblebees	Bimp07721	Insecta	INS022478	2	GB42366	1.126715881
Honey bees	GB42366	Insecta	INS022478	2	Bimp07721	-0.360017227
Bumblebees	Bimp07237	Insecta	INS022480	2	GB41669	0.934192948
Honey bees	GB41669	Insecta	INS022480	2	Bimp07237	-0.510362255
Bumblebees	Bimp08492	Insecta	INS022493	2	GB53410	0.997966918
Honey bees	GB53410	Insecta	INS022493	2	Bimp08492	0.738324895
Bumblebees	Bimp13335	Insecta	INS022499	2	GB48240	1.75442767
Honey bees	GB48240	Insecta	INS022499	2	Bimp13335	0.000869797
Bumblebees	Bimp03443	Insecta	INS022514	2	GB40163	0.731341024
Honey bees	GB40163	Insecta	INS022514	2	Bimp03443	1.199279713
Bumblebees	Bimp05947	Insecta	INS022515	2	GB43442	0.085900157
Honey bees	GB43442	Insecta	INS022515	2	Bimp05947	-0.212427512
Bumblebees	Bimp07241	Insecta	INS022517	2	GB52674	0.229075791
Honey bees	GB52674	Insecta	INS022517	2	Bimp07241	-0.051703758
Bumblebees	Bimp06661	Insecta	INS022522	2	GB55604	0.352797891
Honey bees	GB55604	Insecta	INS022522	2	Bimp06661	-0.133735417
Bumblebees	Bimp14145	Insecta	INS022524	2	GB50552	0.445127777
Honey bees	GB50552	Insecta	INS022524	2	Bimp14145	-0.1180427
Bumblebees	Bimp02193	Hymenoptera	INS022527	2	GB55795	2.048292546
Honey bees	GB55795	Hymenoptera	INS022527	2	Bimp02193	-0.198756788
Bumblebees	Bimp07298	Insecta	INS022529	2	GB53069	0.330130361
Honey bees	GB53069	Insecta	INS022529	2	Bimp07298	-0.533195755
Bumblebees	Bimp04347	Hymenoptera	INS022530	2	GB51174	-0.67047198
Honey bees	GB51174	Hymenoptera	INS022530	2	Bimp04347	0.953004196
Bumblebees	Bimp03544	Apoidea	INS022533	2	GB42182	1.216031893
Honey bees	GB42182	Apoidea	INS022533	2	Bimp03544	0.52591574
Bumblebees	Bimp11751	Insecta	INS022538	2	GB53649	1.03994537
Honey bees	GB53649	Insecta	INS022538	2	Bimp11751	0.581096904
Bumblebees	Bimp13836	Hymenoptera	INS022542	2	GB40447	0.072968336
Honey bees	GB40447	Hymenoptera	INS022542	2	Bimp13836	-0.725599355
Bumblebees	Bimp06126	Insecta	INS022547	2	GB47880	0.758756035
Honey bees	GB47880	Insecta	INS022547	2	Bimp06126	0.171256119
Bumblebees	Bimp03460	Insecta	INS022548	2	GB47995	1.009626371
Honey bees	GB47995	Insecta	INS022548	2	Bimp03460	0.308194369
Bumblebees	Bimp04534	Insecta	INS022552	2	GB47799	0.373341243
Honey bees	GB47799	Insecta	INS022552	2	Bimp04534	0.572548171
Bumblebees	Bimp05763	Insecta	INS022562	2	GB54981	0.051112053
Honey bees	GB54981	Insecta	INS022562	2	Bimp05763	-0.469073724
Bumblebees	Bimp13034	Insecta	INS022563	2	GB49639	0.122942417
Honey bees	GB49639	Insecta	INS022563	2	Bimp13034	-0.05698574
Bumblebees	Bimp01483	Insecta	INS022564	2	GB53235	0.673663807
Honey bees	GB53235	Insecta	INS022564	2	Bimp01483	-0.215163844
Bumblebees	Bimp11044	Insecta	INS022565	2	GB46617	0.554067977
Honey bees	GB46617	Insecta	INS022565	2	Bimp11044	-0.002889968
Bumblebees	Bimp11151	Insecta	INS022566	2	GB50567	0.967140359
Honey bees	GB50567	Insecta	INS022566	2	Bimp11151	0.496057636
Bumblebees	Bimp03967	Insecta	INS022568	2	GB52875	0.518648769
Honey bees	GB52875	Insecta	INS022568	2	Bimp03967	-0.354574899
Bumblebees	Bimp07283	Insecta	INS022585	2	GB53141	0.511143022
Honey bees	GB53141	Insecta	INS022585	2	Bimp07283	1.782568783
Bumblebees	Bimp12341	Insecta	INS022587	2	GB51065	0.836447892
Honey bees	GB51065	Insecta	INS022587	2	Bimp12341	-0.357592903
Bumblebees	Bimp12525	Insecta	INS022589	2	GB45635	1.69755212
Honey bees	GB45635	Insecta	INS022589	2	Bimp12525	0.281905969
Bumblebees	Bimp08091	Hymenoptera	INS022590	2	GB45941	-0.16016861
Honey bees	GB45941	Hymenoptera	INS022590	2	Bimp08091	2.670854826
Bumblebees	Bimp06858	Insecta	INS022603	2	GB51909	0.34261795
Honey bees	GB51909	Insecta	INS022603	2	Bimp06858	1.068925315
Bumblebees	Bimp03033	Insecta	INS022621	2	GB45058	0.124394226
Honey bees	GB45058	Insecta	INS022621	2	Bimp03033	-0.117707876
Bumblebees	Bimp01251	Insecta	INS022622	2	GB55947	0.682236152
Honey bees	GB55947	Insecta	INS022622	2	Bimp01251	0.035152617
Bumblebees	Bimp04697	Insecta	INS022627	2	GB42858	0.939756788
Honey bees	GB42858	Insecta	INS022627	2	Bimp04697	0.874323526
Bumblebees	Bimp03604	Insecta	INS022631	2	GB44281	0.278141602
Honey bees	GB44281	Insecta	INS022631	2	Bimp03604	-0.17200254
Bumblebees	Bimp06189	Insecta	INS022634	2	GB50284	0.094226
Honey bees	GB50284	Insecta	INS022634	2	Bimp06189	-0.266746486
Bumblebees	Bimp02453	Insecta	INS022641	2	GB44188	0.421352866
Honey bees	GB44188	Insecta	INS022641	2	Bimp02453	-0.388013377
Bumblebees	Bimp13185	Insecta	INS022664	2	GB48032	0.88471668
Honey bees	GB48032	Insecta	INS022664	2	Bimp13185	0.000948448
Bumblebees	Bimp07198	Insecta	INS022665	2	GB43591	0.465584994
Honey bees	GB43591	Insecta	INS022665	2	Bimp07198	0.251780086
Bumblebees	Bimp09765	Insecta	INS022674	2	GB51106	1.063891267
Honey bees	GB51106	Insecta	INS022674	2	Bimp09765	-0.214243245
Bumblebees	Bimp07208	Insecta	INS022677	2	GB43581	0.372312691
Honey bees	GB43581	Insecta	INS022677	2	Bimp07208	3.384996283
Bumblebees	Bimp02755	Insecta	INS022682	2	GB50208	0.758495465
Honey bees	GB50208	Insecta	INS022682	2	Bimp02755	-0.563971846
Bumblebees	Bimp09570	Insecta	INS022686	2	GB45828	0.562785032
Honey bees	GB45828	Insecta	INS022686	2	Bimp09570	0.093189956
Bumblebees	Bimp00939	Hymenoptera	INS022692	2	GB53675	0.223930614
Honey bees	GB53675	Hymenoptera	INS022692	2	Bimp00939	0.35233722
Bumblebees	Bimp02546	Insecta	INS022694	2	GB40509	0.973189461
Honey bees	GB40509	Insecta	INS022694	2	Bimp02546	-0.124300028
Bumblebees	Bimp11726	Insecta	INS022703	2	GB54211	0.884834541
Honey bees	GB54211	Insecta	INS022703	2	Bimp11726	0.60490965
Bumblebees	Bimp05138	Insecta	INS022704	2	GB50375	0.887227918
Honey bees	GB50375	Insecta	INS022704	2	Bimp05138	0.088912587
Bumblebees	Bimp06102	Hymenoptera	INS022706	2	GB53819	0.920173199
Honey bees	GB53819	Hymenoptera	INS022706	2	Bimp06102	-0.577776216
Bumblebees	Bimp12587	Hymenoptera	INS022716	2	GB42307	1.003385385
Honey bees	GB42307	Hymenoptera	INS022716	2	Bimp12587	0.204797673
Bumblebees	Bimp09173	Insecta	INS022719	2	GB42177	0.585218291
Honey bees	GB42177	Insecta	INS022719	2	Bimp09173	-0.00627318
Bumblebees	Bimp00516	Insecta	INS022724	2	GB42953	0.318380456
Honey bees	GB42953	Insecta	INS022724	2	Bimp00516	0.485481701
Bumblebees	Bimp11795	Insecta	INS022733	2	GB47233	0.719271868
Honey bees	GB47233	Insecta	INS022733	2	Bimp11795	0.068883873
Bumblebees	Bimp11893	Hymenoptera	INS022735	2	GB52646	1.814646623
Honey bees	GB52646	Hymenoptera	INS022735	2	Bimp11893	0.597227881
Bumblebees	Bimp06927	Insecta	INS022737	2	GB40358	-0.041474136
Honey bees	GB40358	Insecta	INS022737	2	Bimp06927	-0.442561832
Bumblebees	Bimp05921	Insecta	INS022743	2	GB43924	1.214795633
Honey bees	GB43924	Insecta	INS022743	2	Bimp05921	0.532293368
Bumblebees	Bimp05183	Insecta	INS022744	2	GB44663	-0.0700066
Honey bees	GB44663	Insecta	INS022744	2	Bimp05183	-0.329354858
Bumblebees	Bimp07577	Insecta	INS022745	2	GB46776	0.271739379
Honey bees	GB46776	Insecta	INS022745	2	Bimp07577	-0.37012682
Bumblebees	Bimp12938	Insecta	INS022750	2	GB46496	0.34761847
Honey bees	GB46496	Insecta	INS022750	2	Bimp12938	0.070401971
Bumblebees	Bimp00114	Insecta	INS022766	2	GB49362	-0.388442897
Honey bees	GB49362	Insecta	INS022766	2	Bimp00114	-0.231436186
Bumblebees	Bimp14082	Insecta	INS022770	2	GB53332	0.145024953
Honey bees	GB53332	Insecta	INS022770	2	Bimp14082	0.207577435
Bumblebees	Bimp09968	Hymenoptera	INS022776	2	GB54685	0.53035737
Honey bees	GB54685	Hymenoptera	INS022776	2	Bimp09968	-0.522166077
Bumblebees	Bimp09271	Insecta	INS022778	2	GB49021	0.29344247
Honey bees	GB49021	Insecta	INS022778	2	Bimp09271	0.186235049
Bumblebees	Bimp01254	Insecta	INS022780	2	GB47749	1.320317656
Honey bees	GB47749	Insecta	INS022780	2	Bimp01254	0.064051558
Bumblebees	Bimp07634	Insecta	INS022781	2	GB49177	0.525896016
Honey bees	GB49177	Insecta	INS022781	2	Bimp07634	-0.567176914
Bumblebees	Bimp06831	Insecta	INS022782	2	GB49069	1.018437553
Honey bees	GB49069	Insecta	INS022782	2	Bimp06831	-0.255631315
Bumblebees	Bimp09674	Insecta	INS022788	2	GB47181	1.397304759
Honey bees	GB47181	Insecta	INS022788	2	Bimp09674	-0.07590628
Bumblebees	Bimp01167	Insecta	INS022800	2	GB47227	0.687583632
Honey bees	GB47227	Insecta	INS022800	2	Bimp01167	-0.205390679
Bumblebees	Bimp05860	Insecta	INS022813	2	GB51539	1.280967002
Honey bees	GB51539	Insecta	INS022813	2	Bimp05860	0.486817804
Bumblebees	Bimp12746	Insecta	INS022831	2	GB50067	0.426913345
Honey bees	GB50067	Insecta	INS022831	2	Bimp12746	0.154605399
Bumblebees	Bimp09858	Insecta	INS022832	2	GB48796	0.912320514
Honey bees	GB48796	Insecta	INS022832	2	Bimp09858	-0.479502156
Bumblebees	Bimp14099	Insecta	INS022834	2	GB50441	-0.145739854
Honey bees	GB50441	Insecta	INS022834	2	Bimp14099	-0.098184713
Bumblebees	Bimp09856	Insecta	INS022845	2	GB48755	0.254090059
Honey bees	GB48755	Insecta	INS022845	2	Bimp09856	-0.4205754
Bumblebees	Bimp00255	Insecta	INS022847	2	GB48127	0.651868569
Honey bees	GB48127	Insecta	INS022847	2	Bimp00255	-0.292280176
Bumblebees	Bimp07038	Insecta	INS022848	2	GB40600	0.876449385
Honey bees	GB40600	Insecta	INS022848	2	Bimp07038	-0.059739113
Bumblebees	Bimp09401	Hymenoptera	INS022850	2	GB47347	0.850786578
Honey bees	GB47347	Hymenoptera	INS022850	2	Bimp09401	-0.129111669
Bumblebees	Bimp01185	Insecta	INS022861	2	GB47238	-0.140304659
Honey bees	GB47238	Insecta	INS022861	2	Bimp01185	-0.393755606
Bumblebees	Bimp05617	Insecta	INS022863	2	GB42271	0.063323363
Honey bees	GB42271	Insecta	INS022863	2	Bimp05617	-0.480435821
Bumblebees	Bimp01361	Insecta	INS022868	2	GB45449	0.521759019
Honey bees	GB45449	Insecta	INS022868	2	Bimp01361	-0.477616754
Bumblebees	Bimp05713	Insecta	INS022876	2	GB52470	1.105182424
Honey bees	GB52470	Insecta	INS022876	2	Bimp05713	0.138250645
Bumblebees	Bimp01563	Insecta	INS022878	2	GB46581	-0.065759112
Honey bees	GB46581	Insecta	INS022878	2	Bimp01563	-0.095343667
Bumblebees	Bimp01138	Insecta	INS022882	2	GB47305	0.198873665
Honey bees	GB47305	Insecta	INS022882	2	Bimp01138	-0.61566989
Bumblebees	Bimp04976	Insecta	INS022884	2	GB54253	0.679444782
Honey bees	GB54253	Insecta	INS022884	2	Bimp04976	-0.108093965
Bumblebees	Bimp02969	Insecta	INS022890	2	GB48970	0.5120999
Honey bees	GB48970	Insecta	INS022890	2	Bimp02969	-0.916071037
Bumblebees	Bimp08522	Hymenoptera	INS022905	2	GB50428	0.733953341
Honey bees	GB50428	Hymenoptera	INS022905	2	Bimp08522	0.618572948
Bumblebees	Bimp07499	Insecta	INS022912	2	GB45726	0.847833697
Honey bees	GB45726	Insecta	INS022912	2	Bimp07499	-0.124402675
Bumblebees	Bimp12205	Insecta	INS022914	2	GB42490	-0.063934861
Honey bees	GB42490	Insecta	INS022914	2	Bimp12205	0.385587805
Bumblebees	Bimp00787	Insecta	INS022922	2	GB52684	0.472196414
Honey bees	GB52684	Insecta	INS022922	2	Bimp00787	-0.682815611
Bumblebees	Bimp02707	Insecta	INS022923	2	GB49994	0.409831053
Honey bees	GB49994	Insecta	INS022923	2	Bimp02707	-0.337048611
Bumblebees	Bimp13617	Hymenoptera	INS022926	2	GB49386	1.817967796
Honey bees	GB49386	Hymenoptera	INS022926	2	Bimp13617	0.213666741
Bumblebees	Bimp12343	Insecta	INS022931	2	GB51067	0.024998052
Honey bees	GB51067	Insecta	INS022931	2	Bimp12343	-0.677886244
Bumblebees	Bimp09617	Insecta	INS022941	2	GB44491	0.273509658
Honey bees	GB44491	Insecta	INS022941	2	Bimp09617	-0.463501738
Bumblebees	Bimp01638	Insecta	INS022946	2	GB51044	2.09365931
Honey bees	GB51044	Insecta	INS022946	2	Bimp01638	-0.211301937
Bumblebees	Bimp04070	Insecta	INS022948	2	GB45174	0.149567634
Honey bees	GB45174	Insecta	INS022948	2	Bimp04070	0.115743046
Bumblebees	Bimp04017	Insecta	INS022949	2	GB41183	0.835725947
Honey bees	GB41183	Insecta	INS022949	2	Bimp04017	0.113162721
Bumblebees	Bimp08427	Insecta	INS022953	2	GB49536	-0.041553476
Honey bees	GB49536	Insecta	INS022953	2	Bimp08427	-0.393976641
Bumblebees	Bimp01267	Insecta	INS022955	2	GB52977	0.850154225
Honey bees	GB52977	Insecta	INS022955	2	Bimp01267	-0.388002803
Bumblebees	Bimp04884	Insecta	INS022968	2	GB46984	-0.036502713
Honey bees	GB46984	Insecta	INS022968	2	Bimp04884	0.125507131
Bumblebees	Bimp13434	Insecta	INS022973	2	GB48100	0.034860201
Honey bees	GB48100	Insecta	INS022973	2	Bimp13434	1.287139947
Bumblebees	Bimp07640	Insecta	INS022974	2	GB49170	0.401282998
Honey bees	GB49170	Insecta	INS022974	2	Bimp07640	0.086394477
Bumblebees	Bimp09531	Insecta	INS022981	2	GB47771	1.287078355
Honey bees	GB47771	Insecta	INS022981	2	Bimp09531	0.736407388
Bumblebees	Bimp09507	Insecta	INS022985	2	GB49866	0.21753495
Honey bees	GB49866	Insecta	INS022985	2	Bimp09507	-0.193354898
Bumblebees	Bimp09261	Insecta	INS022990	2	GB49031	0.586198131
Honey bees	GB49031	Insecta	INS022990	2	Bimp09261	-0.23442339
Bumblebees	Bimp01486	Insecta	INS022993	2	GB53193	0.322492672
Honey bees	GB53193	Insecta	INS022993	2	Bimp01486	-0.01725327
Bumblebees	Bimp14045	Insecta	INS022999	2	GB40307	0.391656186
Honey bees	GB40307	Insecta	INS022999	2	Bimp14045	-0.256199701
Bumblebees	Bimp13024	Insecta	INS023002	2	GB51086	1.228828891
Honey bees	GB51086	Insecta	INS023002	2	Bimp13024	0.333838179
Bumblebees	Bimp09693	Insecta	INS023005	2	GB51691	0.613879439
Honey bees	GB51691	Insecta	INS023005	2	Bimp09693	-0.046026204
Bumblebees	Bimp06271	Insecta	INS023006	2	GB48544	0.508584803
Honey bees	GB48544	Insecta	INS023006	2	Bimp06271	1.268328513
Bumblebees	Bimp05014	Hymenoptera	INS023010	2	GB54233	0.892406143
Honey bees	GB54233	Hymenoptera	INS023010	2	Bimp05014	0.240574108
Bumblebees	Bimp12052	Insecta	INS023014	2	GB50255	0.94003398
Honey bees	GB50255	Insecta	INS023014	2	Bimp12052	0.406723879
Bumblebees	Bimp14247	Insecta	INS023019	2	GB53957	0.281856705
Honey bees	GB53957	Insecta	INS023019	2	Bimp14247	-0.575312893
Bumblebees	Bimp01923	Insecta	INS023028	2	GB55723	0.02124411
Honey bees	GB55723	Insecta	INS023028	2	Bimp01923	0.012757613
Bumblebees	Bimp01026	Insecta	INS023029	2	GB40717	0.116372673
Honey bees	GB40717	Insecta	INS023029	2	Bimp01026	-0.49416758
Bumblebees	Bimp05911	Insecta	INS023032	2	GB40564	0.310234116
Honey bees	GB40564	Insecta	INS023032	2	Bimp05911	-0.572406093
Bumblebees	Bimp04109	Insecta	INS023035	2	GB43120	0.705353691
Honey bees	GB43120	Insecta	INS023035	2	Bimp04109	0.454754246
Bumblebees	Bimp12312	Insecta	INS023036	2	GB42537	0.684514562
Honey bees	GB42537	Insecta	INS023036	2	Bimp12312	-0.460950836
Bumblebees	Bimp02293	Insecta	INS023037	2	GB51526	1.055065651
Honey bees	GB51526	Insecta	INS023037	2	Bimp02293	-0.391643236
Bumblebees	Bimp05621	Insecta	INS023042	2	GB42265	0.408695026
Honey bees	GB42265	Insecta	INS023042	2	Bimp05621	-0.531975232
Bumblebees	Bimp07559	Insecta	INS023049	2	GB46793	0.186922351
Honey bees	GB46793	Insecta	INS023049	2	Bimp07559	-0.113324414
Bumblebees	Bimp11150	Insecta	INS023055	2	GB50568	0.231849219
Honey bees	GB50568	Insecta	INS023055	2	Bimp11150	0.008730733
Bumblebees	Bimp04169	Insecta	INS023065	2	GB54607	0.778613709
Honey bees	GB54607	Insecta	INS023065	2	Bimp04169	-0.318923072
Bumblebees	Bimp13266	Insecta	INS023066	2	GB52753	0.686684811
Honey bees	GB52753	Insecta	INS023066	2	Bimp13266	0.043271229
