XP	gamma	FW	QG	FQ	WG	FoldChange.FW	FoldChange.QG	FoldChange.FQ	FoldChange.WG
XP_003492971.1	-0.129865492	0.005788035	2.13E-07	0.000333455	0.406779884	1.195927386	1.432954432	-1.270568848	-1.060402234
XP_003492971.1	-0.129865492	0.94114799	0.680066433	0.021018483	0.00548874	1.195927386	1.432954432	-1.270568848	-1.060402234
XP_003492971.1	-0.129865492	0.312281011	0.959705036	0.000752233	0.024342824	1.195927386	1.432954432	-1.270568848	-1.060402234
XP_012241622.1	-0.131721245	0.518227635	0.043640858	0.065354808	0.606147706	1.041630731	1.12527674	-1.117755619	-1.034668683
XP_012241622.1	-0.131721245	0.519926052	0.011844645	0.113864541	0.890490765	1.041630731	1.12527674	-1.117755619	-1.034668683
XP_012241622.1	-0.131721245	0.08588442	0.490098124	0.154761957	0.01655943	1.041630731	1.12527674	-1.117755619	-1.034668683
XP_003493681.1	-0.132057448	0.635028406	0.143882078	0.037413785	0.000109482	1.044629788	-1.13044489	-1.193610142	-1.409529926
XP_003491677.1	-0.13319253	0.003665115	0.000680924	0.258864284	0.517419704	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003491677.1	-0.13319253	0.007468748	1.09E-08	0.465123826	0.007578009	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003491677.1	-0.13319253	6.17E-05	5.28E-09	0.625789505	0.102078264	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003491677.1	-0.13319253	0.007950504	0.006829698	0.748753006	0.755763027	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003491677.1	-0.13319253	1.94E-05	2.01E-05	0.050390986	0.042320365	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003491677.1	-0.13319253	0.005620362	0.004805504	0.8197434	0.828486804	-1.229811068	-1.274063622	1.090087251	1.052224822
XP_003489533.1	-0.133216849	0.002623604	0.003255478	0.001162767	0.001156704	1.205405337	1.198784398	-1.227409018	-1.234188052
XP_003488786.2	-0.13475277	0.350510607	3.77E-05	0.060043399	0.214598813	-1.036945319	-1.170316447	1.074585032	-1.050283798
XP_003488786.2	-0.13475277	0.968031689	1.61E-05	0.106979858	0.008750792	-1.036945319	-1.170316447	1.074585032	-1.050283798
XP_003488786.2	-0.13475277	0.223173677	1.04E-08	0.011314755	0.01740716	-1.036945319	-1.170316447	1.074585032	-1.050283798
XP_003488786.2	-0.13475277	0.039812325	0.002021982	0.073281797	0.462228666	-1.036945319	-1.170316447	1.074585032	-1.050283798
XP_012237926.1	-0.134932589	0.016284386	0.290212168	0.011095314	0.000242199	1.161812386	1.070319959	-1.175494172	-1.275977036
XP_012237926.1	-0.134932589	0.010108823	0.898101639	0.20345999	0.000134459	1.161812386	1.070319959	-1.175494172	-1.275977036
XP_012237926.1	-0.134932589	0.250813411	0.071368448	0.208677322	0.518280666	1.161812386	1.070319959	-1.175494172	-1.275977036
XP_003487135.1	-0.136485904	0.090193499	0.112633071	0.270160831	0.221630015	1.100346552	1.093720894	-1.069230878	-1.075708178
XP_003487135.1	-0.136485904	0.187342452	0.076929217	0.007514693	0.027306284	1.100346552	1.093720894	-1.069230878	-1.075708178
XP_003487135.1	-0.136485904	0.713452242	0.524328375	0.072751135	0.004724407	1.100346552	1.093720894	-1.069230878	-1.075708178
XP_003487135.1	-0.136485904	0.310318524	0.733982816	0.006073389	0.000958213	1.100346552	1.093720894	-1.069230878	-1.075708178
XP_003488357.1	-0.136684071	0.148685232	0.018265471	0.03360731	1.42E-07	-1.079948691	1.131287709	1.120772414	1.369284286
XP_003488357.1	-0.136684071	0.041396855	0.796563367	0.839560999	0.01266072	-1.079948691	1.131287709	1.120772414	1.369284286
XP_012244280.1	-0.13691128	0.51906313	0.246823666	0.509708436	0.24126402	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.73870187	0.957372659	0.360379212	0.168031528	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.51906313	0.246823666	0.509708436	0.24126402	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.73870187	0.957372659	0.360379212	0.168031528	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.265009827	0.052446257	0.440884564	0.943431652	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.265009827	0.052446257	0.440884564	0.943431652	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.812058252	0.001865169	0.467780399	0.000510488	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012244280.1	-0.13691128	0.812058252	0.001865169	0.467780399	0.000510488	-1.043719103	-1.075637591	-1.048003067	-1.080052565
XP_012240059.1	-0.137067265	0.009454947	0.031636962	0.037211444	0.012892737	1.204679407	1.166062977	-1.165326067	-1.203918093
XP_012240059.1	-0.137067265	0.459820132	0.106371614	0.166320178	0.000261145	1.204679407	1.166062977	-1.165326067	-1.203918093
XP_003494015.1	-0.137173015	0.504115135	7.16E-12	0.052539712	1.31E-06	1.028432199	1.371137754	-1.080874125	1.233474864
XP_003494015.1	-0.137173015	0.907298451	2.57E-09	0.291643634	1.40E-06	1.028432199	1.371137754	-1.080874125	1.233474864
XP_012238733.1	-0.138485123	0.571609758	0.454727433	0.816903103	0.104360629	-1.048610628	1.062612637	1.023277791	1.140204577
XP_012238733.1	-0.138485123	0.66596305	0.979293539	0.167752123	0.353439756	-1.048610628	1.062612637	1.023277791	1.140204577
XP_012238733.1	-0.138485123	0.66596305	0.979293539	0.167752123	0.353439756	-1.048610628	1.062612637	1.023277791	1.140204577
XP_003493736.1	-0.138605052	1.03E-05	1.06E-12	0.047758261	0.078749874	-1.379432955	-1.799513109	1.149720938	-1.134650155
XP_012241266.1	-0.139587117	0.950625367	8.67E-05	0.101136024	2.96E-07	1.005813149	-1.354465636	-1.137765734	-1.550023028
XP_012241266.1	-0.139587117	0.493202748	4.76E-07	0.045172321	1.15E-08	1.005813149	-1.354465636	-1.137765734	-1.550023028
XP_012241266.1	-0.139587117	0.822824573	0.009389069	0.061027071	7.19E-05	1.005813149	-1.354465636	-1.137765734	-1.550023028
XP_012241266.1	-0.139587117	0.830864941	0.060509728	9.41E-05	7.13E-08	1.005813149	-1.354465636	-1.137765734	-1.550023028
XP_012241266.1	-0.139587117	0.895742539	0.247964066	1.14E-05	5.41E-07	1.005813149	-1.354465636	-1.137765734	-1.550023028
XP_003487582.1	-0.140509202	0.324582553	7.99E-05	0.000306	0.516311348	-1.076157547	-1.333727418	1.304839703	1.052848638
XP_003487582.1	-0.140509202	0.517292974	0.006010199	5.91E-05	0.504420275	-1.076157547	-1.333727418	1.304839703	1.052848638
XP_003487582.1	-0.140509202	0.894799018	1.94E-07	0.000298857	0.053907805	-1.076157547	-1.333727418	1.304839703	1.052848638
XP_012246518.1	-0.141093426	0.005136073	1.12E-05	1.53E-05	0.007556205	1.13232118	1.223166269	-1.221821502	-1.131076289
XP_003488703.1	-0.141585403	0.041445178	0.363505371	0.994892125	0.313508587	1.172067413	1.076317438	1.000678078	-1.08822282
XP_003488703.1	-0.141585403	0.054386884	0.50723332	0.92073854	0.201164708	1.172067413	1.076317438	1.000678078	-1.08822282
XP_003488703.1	-0.141585403	0.529122978	0.60525706	0.750253965	0.812301634	1.172067413	1.076317438	1.000678078	-1.08822282
XP_003488703.1	-0.141585403	0.104864482	0.787330717	0.372030178	0.02525292	1.172067413	1.076317438	1.000678078	-1.08822282
XP_003484991.2	-0.141886184	0.507475278	0.124307182	0.514573304	0.945998689	-1.024259131	-1.05344764	1.025646237	-1.002779667
XP_003484991.2	-0.141886184	0.321571826	3.12E-05	0.000714092	0.852492806	-1.024259131	-1.05344764	1.025646237	-1.002779667
XP_003491355.1	-0.141939199	0.082775432	0.003598836	0.016015351	0.226544415	-1.099248192	-1.1709714	1.142335689	1.072366448
XP_003491355.1	-0.141939199	0.007545085	2.98E-08	0.357491989	0.023688045	-1.099248192	-1.1709714	1.142335689	1.072366448
XP_003491355.1	-0.141939199	0.375868827	0.041646564	0.003089845	0.067118605	-1.099248192	-1.1709714	1.142335689	1.072366448
XP_003491355.1	-0.141939199	0.491710563	0.018645828	0.002525305	0.16265236	-1.099248192	-1.1709714	1.142335689	1.072366448
XP_012241293.1	-0.142023511	0.30450621	1.31E-09	0.001636116	0.015275307	1.087162124	1.703945709	-1.286364363	1.21842118
XP_012241293.1	-0.142023511	0.249396691	1.50E-09	0.002185821	0.017925803	1.087162124	1.703945709	-1.286364363	1.21842118
XP_012241293.1	-0.142023511	0.404215313	1.39E-10	0.007388251	0.00039949	1.087162124	1.703945709	-1.286364363	1.21842118
XP_012241293.1	-0.142023511	0.21640473	3.06E-10	0.00864758	0.002079292	1.087162124	1.703945709	-1.286364363	1.21842118
XP_003489463.1	-0.142276739	0.000135796	0.09308564	0.782172926	0.012021189	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.000135796	0.09308564	0.782172926	0.012021189	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.000710919	0.001081879	0.474418597	0.366815879	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.000710919	0.001081879	0.474418597	0.366815879	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.001992094	0.000401924	0.071355544	0.185386778	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.001992094	0.000401924	0.071355544	0.185386778	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.052939611	0.001852396	0.012841014	0.203304307	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.000553348	0.002317137	0.096865752	0.034906695	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.052939611	0.001852396	0.012841014	0.203304307	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.000553348	0.002317137	0.096865752	0.034906695	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.051035492	0.027423165	0.584784908	0.727981544	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.051035492	0.027423165	0.584784908	0.727981544	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.026551533	0.002357803	0.839413222	0.617346262	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_003489463.1	-0.142276739	0.026551533	0.002357803	0.839413222	0.617346262	1.619745229	1.228785524	-1.04403336	-1.376210917
XP_012249417.1	-0.142441153	0.913926145	0.037406445	0.477379468	0.008076013	1.00675989	1.113864575	1.043108141	1.154079754
XP_012238774.1	-0.142853953	0.002657646	9.01E-17	0.000231019	9.80E-05	1.303350803	2.617547801	-1.394788724	1.439875261
XP_012245283.1	-0.14374144	0.150447712	0.427840889	0.890916652	0.699298681	-1.086788054	-1.048619076	-1.010540309	1.02558925
XP_003487232.1	-0.143944733	0.077761382	0.081058715	0.695263546	0.003589579	-1.111952042	1.110380256	-1.029102497	1.199773197
XP_012240675.1	-0.144127555	0.044916867	0.098628587	0.441311416	0.644356012	-1.068927648	-1.056693984	-1.029393073	-1.017611875
XP_012242865.1	-0.144805745	0.764742239	0.044646697	0.651443598	0.298900643	1.024911889	1.154250753	-1.039732961	1.08315803
XP_012242865.1	-0.144805745	5.79E-05	3.19E-23	0.001788227	8.53E-11	1.024911889	1.154250753	-1.039732961	1.08315803
XP_012242865.1	-0.144805745	0.001055293	2.22E-23	0.003151836	1.42E-12	1.024911889	1.154250753	-1.039732961	1.08315803
XP_003485496.1	-0.145635964	0.569212115	0.828272317	0.59925346	0.357175858	-1.034399312	-1.013515456	1.034569572	1.055887256
XP_003485496.1	-0.145635964	0.628724836	4.02E-06	0.592137588	0.000549808	-1.034399312	-1.013515456	1.034569572	1.055887256
XP_003485496.1	-0.145635964	0.456623575	2.21E-07	0.811367969	3.69E-05	-1.034399312	-1.013515456	1.034569572	1.055887256
XP_003487438.1	-0.145754897	0.000116965	0.871052827	0.009274654	6.72E-09	-1.212325066	1.00902439	1.136312111	1.390011471
XP_003487438.1	-0.145754897	0.000116965	0.871052827	0.009274654	6.72E-09	-1.212325066	1.00902439	1.136312111	1.390011471
XP_003487438.1	-0.145754897	0.788094459	0.02438213	0.861269151	0.025440804	-1.212325066	1.00902439	1.136312111	1.390011471
XP_003487438.1	-0.145754897	0.788094459	0.02438213	0.861269151	0.025440804	-1.212325066	1.00902439	1.136312111	1.390011471
XP_012246771.1	-0.146139677	0.061325171	0.235823419	0.867693858	0.418291529	1.102343484	1.064886828	-1.011507714	-1.047086796
XP_012246771.1	-0.146139677	0.035932816	3.50E-05	0.003029287	0.430750018	1.102343484	1.064886828	-1.011507714	-1.047086796
XP_012246771.1	-0.146139677	0.001936371	3.90E-05	0.000340441	0.012498578	1.102343484	1.064886828	-1.011507714	-1.047086796
XP_012243095.1	-0.146821509	0.557180263	6.55E-06	0.164693024	0.000271145	1.03465188	-1.284224774	1.08132827	-1.228790196
XP_012243095.1	-0.146821509	0.68607422	0.000946956	0.057211393	0.40336901	1.03465188	-1.284224774	1.08132827	-1.228790196
XP_012243095.1	-0.146821509	0.249249201	2.05E-06	0.318310903	0.009260731	1.03465188	-1.284224774	1.08132827	-1.228790196
XP_012243095.1	-0.146821509	0.943787933	0.302339926	0.211651587	0.017199946	1.03465188	-1.284224774	1.08132827	-1.228790196
XP_012243095.1	-0.146821509	0.291474996	0.776109307	0.177939201	0.561910764	1.03465188	-1.284224774	1.08132827	-1.228790196
XP_003485478.1	-0.146866684	0.910888948	0.027208587	0.001175955	0.239671516	1.011749773	1.211243576	-1.33528575	-1.115361997
XP_012240240.1	-0.146872746	0.180460085	0.577571592	0.105113417	0.018428072	1.072305949	1.031136859	-1.089988915	-1.133507727
XP_012242819.1	-0.14690364	0.076242843	0.171147345	0.095734316	7.45E-06	1.114317842	-1.087939697	-1.110824633	-1.346664493
XP_003492759.1	-0.148378759	0.315933756	0.174651233	0.809304388	0.042719512	-1.076139944	1.101542578	-1.022000718	1.159895436
XP_003492759.1	-0.148378759	0.635955665	0.000214204	0.816233458	2.34E-05	-1.076139944	1.101542578	-1.022000718	1.159895436
XP_003492759.1	-0.148378759	0.092735876	0.148060083	0.961397344	0.799720416	-1.076139944	1.101542578	-1.022000718	1.159895436
XP_003490207.2	-0.149623939	0.522826323	0.001732513	0.020178839	0.945054945	1.017572287	1.082657812	-1.061687884	1.002141581
XP_003490207.2	-0.149623939	0.42454485	0.000724765	0.003518303	0.715916561	1.017572287	1.082657812	-1.061687884	1.002141581
XP_003490207.2	-0.149623939	0.713565027	0.15517728	0.209896375	0.789222364	1.017572287	1.082657812	-1.061687884	1.002141581
XP_003490207.2	-0.149623939	0.964377174	0.468351835	0.429220621	0.95530221	1.017572287	1.082657812	-1.061687884	1.002141581
XP_012246985.1	-0.149885499	0.073480657	0.000104975	0.082051286	0.758103451	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.073480657	0.000104975	0.082051286	0.758103451	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.230188393	7.83E-09	0.907705696	5.47E-06	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.230188393	7.83E-09	0.907705696	5.47E-06	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.026267451	1.39E-05	0.272411726	0.312390585	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.036030643	5.95E-06	0.583670036	0.058548783	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.036030643	5.95E-06	0.583670036	0.058548783	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.026267451	1.39E-05	0.272411726	0.312390585	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.23005319	0.97203471	0.738565518	0.434013705	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.23005319	0.97203471	0.738565518	0.434013705	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.010890652	0.010810036	0.543338754	0.521103439	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012246985.1	-0.149885499	0.010890652	0.010810036	0.543338754	0.521103439	-1.137479198	-1.327462607	1.137468533	-1.025981292
XP_012250188.1	-0.150878765	0.685227676	0.064418732	0.760123457	0.009742953	1.021853829	-1.091793452	-1.01843858	-1.136224382
XP_003487521.1	-0.151203333	0.901098068	0.052148176	0.616143574	0.021579884	-1.008620585	-1.118966665	-1.035265232	-1.148526315
XP_003487521.1	-0.151203333	0.581083906	0.188685006	0.832393725	0.690833687	-1.008620585	-1.118966665	-1.035265232	-1.148526315
XP_003489176.1	-0.151408006	0.056460633	0.9747279	0.994228705	0.060550619	-1.138533523	1.002575827	1.000688713	1.14225233
XP_003489176.1	-0.151408006	0.016344857	0.599847793	0.745206143	0.001316349	-1.138533523	1.002575827	1.000688713	1.14225233
XP_003489176.1	-0.151408006	0.030729943	0.157899387	0.947179874	0.000495049	-1.138533523	1.002575827	1.000688713	1.14225233
XP_012245701.1	-0.152344972	0.498070005	0.915324754	0.023342492	0.167329188	-1.043283927	1.007251011	-1.144116521	-1.088754663
XP_012245701.1	-0.152344972	0.550184357	0.00034477	2.84E-05	0.188716187	-1.043283927	1.007251011	-1.144116521	-1.088754663
XP_012245701.1	-0.152344972	0.798002787	0.018958519	0.001705848	0.27795167	-1.043283927	1.007251011	-1.144116521	-1.088754663
XP_003491024.1	-0.153507388	0.567515198	0.085816988	0.478740654	0.805333812	-1.035322108	-1.100769593	1.046174212	-1.016288301
XP_012241252.1	-0.154358122	0.017703511	0.142669085	0.49748928	1.95E-05	-1.152009673	1.092522936	1.047751975	1.318697482
XP_012241252.1	-0.154358122	0.017703511	0.142669085	0.49748928	1.95E-05	-1.152009673	1.092522936	1.047751975	1.318697482
XP_012250460.1	-0.155612934	0.006887174	0.71517001	0.838477906	0.001299016	-1.132536902	1.018775514	1.012364519	1.168067056
XP_012250460.1	-0.155612934	0.296043146	0.772228012	0.134750359	0.025147217	-1.132536902	1.018775514	1.012364519	1.168067056
XP_012243973.1	-0.159156346	0.031114583	0.015367624	0.635626575	0.792829274	-1.107093269	-1.120832859	1.02727728	1.01468453
XP_012243973.1	-0.159156346	0.016412959	0.002450025	0.232464928	0.566890266	-1.107093269	-1.120832859	1.02727728	1.01468453
XP_012243973.1	-0.159156346	0.676763157	0.502190818	0.273778911	0.388834932	-1.107093269	-1.120832859	1.02727728	1.01468453
XP_003489590.1	-0.159169778	0.017071507	0.071274105	0.178402612	0.055277396	1.097083044	1.072801901	-1.056987513	-1.080910723
XP_003490419.1	-0.159182052	0.692352037	5.07E-06	0.034767364	0.03868707	1.017078277	1.198320686	-1.085592814	1.085304786
XP_003492429.1	-0.159540832	0.051316897	1.42E-08	0.181779004	0.005979302	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_003492429.1	-0.159540832	0.12048543	1.22E-09	0.108166643	0.000668011	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_003492429.1	-0.159540832	0.947776502	0.137622984	0.107140445	0.936136145	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_003492429.1	-0.159540832	0.071202203	2.42E-06	0.623324472	0.014348641	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_003492429.1	-0.159540832	0.029493475	0.000683633	0.04436983	0.457850002	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_003492429.1	-0.159540832	0.022126551	5.38E-07	0.578522548	0.021549426	-1.127961828	-1.469004502	1.091214893	-1.193489052
XP_012247658.1	-0.159826761	0.276446128	1.06E-06	0.001313232	0.500990326	1.047123025	1.23465749	-1.143711192	1.030937685
XP_003485411.1	-0.159905913	0.384895842	0.086089428	0.42016922	0.000764701	1.054791306	-1.10557517	-1.054328037	-1.229505777
XP_003488183.1	-0.160051075	0.839452034	5.10E-06	0.217958549	0.002224736	1.010180007	1.22465421	-1.057641773	1.146241466
XP_003488183.1	-0.160051075	0.900427901	0.168211282	0.737767701	0.059855142	1.010180007	1.22465421	-1.057641773	1.146241466
XP_003489863.1	-0.160301171	0.000385277	0.000179453	0.684184559	0.782167749	-1.335522954	-1.353904161	1.04025019	1.026127289
XP_003489863.1	-0.160301171	0.000477867	6.31E-05	0.215112271	0.469735894	-1.335522954	-1.353904161	1.04025019	1.026127289
XP_003492646.1	-0.160384629	0.288251798	0.169940396	0.769987345	0.555045762	-1.05754911	-1.07320716	-1.019000316	-1.034087614
XP_003485654.1	-0.160825146	0.173061128	0.840237154	0.959310031	0.249023845	1.1078957	1.017078411	-1.00534482	-1.09511439
XP_003485654.1	-0.160825146	0.086549117	0.294359287	0.658019085	0.270506386	1.1078957	1.017078411	-1.00534482	-1.09511439
XP_003485654.1	-0.160825146	0.038203061	0.078924134	0.893202385	0.667790007	1.1078957	1.017078411	-1.00534482	-1.09511439
XP_003485654.1	-0.160825146	0.048322092	0.003955145	0.369552647	0.937911353	1.1078957	1.017078411	-1.00534482	-1.09511439
XP_003485654.1	-0.160825146	0.369416971	0.96695518	0.577697943	0.116874602	1.1078957	1.017078411	-1.00534482	-1.09511439
XP_012242802.1	-0.161312253	0.213741213	0.433307036	0.408574149	0.00377034	-1.072869957	1.046508081	1.052527157	1.181742843
XP_012242802.1	-0.161312253	0.213741213	0.433307036	0.408574149	0.00377034	-1.072869957	1.046508081	1.052527157	1.181742843
XP_012247083.1	-0.162264048	0.11566127	0.00397166	0.010068738	2.57E-09	1.053964056	-1.099894627	-1.090556935	-1.264227475
XP_012247083.1	-0.162264048	0.104090522	0.557952676	1.76E-05	8.61E-09	1.053964056	-1.099894627	-1.090556935	-1.264227475
XP_012240420.1	-0.162324637	0.938827816	0.332164544	0.106362708	0.007675576	1.006458814	-1.071619468	-1.122895804	-1.211089005
XP_003491700.1	-0.162406223	0.947884083	0.894300101	0.286363175	0.313463595	1.003790922	1.007277269	-1.056077307	-1.052422055
XP_003491700.1	-0.162406223	0.461160222	0.173377347	0.112399967	0.651768552	1.003790922	1.007277269	-1.056077307	-1.052422055
XP_003491700.1	-0.162406223	0.247032123	0.002094008	0.242490818	0.002635591	1.003790922	1.007277269	-1.056077307	-1.052422055
XP_003491700.1	-0.162406223	0.121381647	0.380600039	0.034310143	0.152151328	1.003790922	1.007277269	-1.056077307	-1.052422055
XP_003490160.1	-0.162844421	0.704752141	4.59E-05	0.642634659	0.000145449	1.018771333	-1.199299895	1.024553222	-1.192531853
XP_003490160.1	-0.162844421	0.500197498	6.23E-08	0.635341242	2.40E-05	1.018771333	-1.199299895	1.024553222	-1.192531853
XP_003490160.1	-0.162844421	0.648405554	0.000578051	0.880840764	0.00250942	1.018771333	-1.199299895	1.024553222	-1.192531853
XP_003490160.1	-0.162844421	0.04269977	0.00605604	0.517177469	0.167260294	1.018771333	-1.199299895	1.024553222	-1.192531853
XP_012242980.1	-0.163143348	0.088855021	0.032915243	0.002268777	4.15E-09	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.088855021	0.032915243	0.002268777	4.15E-09	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.943325341	5.63E-05	0.659237691	2.41E-05	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.943325341	5.63E-05	0.659237691	2.41E-05	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.09829908	0.410346018	0.063059875	0.009004236	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.09829908	0.410346018	0.063059875	0.009004236	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.09756828	2.05E-06	0.633199183	1.52E-09	-1.095815209	1.120375757	1.181185536	1.450170769
XP_012242980.1	-0.163143348	0.09756828	2.05E-06	0.633199183	1.52E-09	-1.095815209	1.120375757	1.181185536	1.450170769
XP_003491270.1	-0.163150423	0.344828513	0.259880479	0.550558844	0.006487037	-1.064483261	1.075690394	1.045048753	1.196637692
XP_003491270.1	-0.163150423	0.005766421	0.905732911	0.236709709	9.55E-05	-1.064483261	1.075690394	1.045048753	1.196637692
XP_003491270.1	-0.163150423	0.05297835	0.87457199	0.412479456	0.00361593	-1.064483261	1.075690394	1.045048753	1.196637692
XP_003491270.1	-0.163150423	0.000280629	0.603911082	0.661285462	9.74E-06	-1.064483261	1.075690394	1.045048753	1.196637692
XP_012248319.1	-0.163784527	0.137494383	1.72E-05	1.25E-06	0.032377866	-1.085320553	-1.273198513	1.324199143	1.128795339
XP_012248319.1	-0.163784527	0.085940686	0.005832874	3.39E-05	0.001662354	-1.085320553	-1.273198513	1.324199143	1.128795339
XP_012248319.1	-0.163784527	0.022241837	0.004667758	0.00416672	0.022279514	-1.085320553	-1.273198513	1.324199143	1.128795339
XP_003493653.1	-0.163849979	0.192370052	0.008825697	0.427094202	0.003541723	-1.083862393	1.171104469	-1.055660825	1.202390068
XP_003489641.1	-0.164824276	0.016851756	9.91E-06	0.152209395	0.534527657	-1.113699409	-1.229864028	1.070360308	-1.031713502
XP_003489641.1	-0.164824276	0.079604753	5.54E-07	0.199169107	0.03499725	-1.113699409	-1.229864028	1.070360308	-1.031713502
XP_003489641.1	-0.164824276	0.009884144	1.18E-05	0.365184488	0.380954995	-1.113699409	-1.229864028	1.070360308	-1.031713502
XP_003489641.1	-0.164824276	0.2374576	3.23E-05	0.161709909	0.132551776	-1.113699409	-1.229864028	1.070360308	-1.031713502
XP_012241245.1	-0.165188977	0.911115347	0.002055081	0.03407096	0.475454163	1.010914189	1.285007117	-1.19240402	1.06602603
XP_003491532.1	-0.166159117	0.787115738	6.30E-05	0.003140178	0.187503689	-1.01706924	1.24855782	-1.177198181	1.078722151
XP_003491532.1	-0.166159117	0.108844957	0.030172599	0.562336064	0.00303275	-1.01706924	1.24855782	-1.177198181	1.078722151
XP_012243137.1	-0.167058222	0.001883317	0.441225256	0.521829968	0.003330927	1.255221921	1.06050593	-1.055183037	-1.24892171
XP_012243137.1	-0.167058222	0.001883317	0.441225256	0.521829968	0.003330927	1.255221921	1.06050593	-1.055183037	-1.24892171
XP_003485810.1	-0.167161515	0.026402431	0.362293667	0.247400031	0.015632954	1.183011947	1.074348915	-1.098881207	-1.210025512
XP_003485810.1	-0.167161515	0.167322642	0.868238921	0.174400482	0.003701502	1.183011947	1.074348915	-1.098881207	-1.210025512
XP_003485810.1	-0.167161515	0.069228549	1.16E-05	0.46878858	0.00076864	1.183011947	1.074348915	-1.098881207	-1.210025512
XP_003490425.1	-0.167220988	0.370545968	0.015200621	0.023553665	0.448928534	1.055660066	1.149353517	-1.142191286	-1.049081688
XP_003490425.1	-0.167220988	0.371909959	0.621622029	0.0024589	0.000912348	1.055660066	1.149353517	-1.142191286	-1.049081688
XP_003490933.1	-0.167644823	0.983314101	0.725006534	0.165071576	0.08027366	1.001090637	1.016924955	1.064908888	1.081752623
XP_012249588.1	-0.167657304	0.779475307	0.12436761	0.322182664	0.026153204	-1.018466924	-1.091666619	-1.063494657	-1.139930604
XP_012249588.1	-0.167657304	0.319169114	0.330073758	0.330741459	0.335741549	-1.018466924	-1.091666619	-1.063494657	-1.139930604
XP_003494154.1	-0.167755735	0.028132458	0.089637063	0.133478778	9.44E-07	-1.129095509	1.098923055	1.090957924	1.353648686
