id	ortho	b.gamma	gamma
Bimp11323	GB55365	0.955471636	-0.15145597
Bimp10065	GB48849	0.25390864	-0.428179942
Bimp06733	GB43799	0.489866629	-0.005817078
Bimp01202	GB45085	1.010883483	0.246053393
Bimp06649	GB55419	0.519330222	-0.146456015
Bimp03458	GB47996	0.090138385	-0.838482116
Bimp12315	GB50333	0.074226589	0.100432742
Bimp10610	GB47690	0.610278645	#N/A
Bimp13128	GB42010	0.12009807	-0.02956385
Bimp00383	GB50142	0.025021887	0.604703265
Bimp04461	GB44064	1.188813444	0.227413723
Bimp12200	GB47992	0.512113324	1.140959732
Bimp00626	GB52767	0.919941333	1.198381065
Bimp07023	GB40700	0.48862735	0.239807748
Bimp01766	GB45020	0.356017048	0.592262561
Bimp04553	GB54572	0.697314598	0.20567087
Bimp04919	GB40020	0.190239403	-0.607454465
Bimp02539	GB41770	0.959266609	3.407460837
Bimp14330	GB41640	-0.045614207	-0.465994503
Bimp07029	GB40611	0.427782611	0.247816706
Bimp12556	GB40407	0.403862241	-0.154312967
Bimp11660	GB50131	-0.030776789	0.400349241
Bimp12022	GB53619	1.931050836	-0.101282155
Bimp02088	GB43868	1.11467825	0.170294991
Bimp07065	GB41374	-0.402912115	-0.596423969
Bimp11669	GB46060	1.207834629	-0.293281006
Bimp12594	GB44931	2.954688868	0.798199674
Bimp06829	GB49071	0.148281755	0.146540057
Bimp13777	GB44102	0.53343438	-0.095646652
Bimp00273	GB45877	0.66218985	-0.435446278
Bimp07805	GB46465	0.428406737	-0.520723646
Bimp11174	GB40083	0.172959942	-0.120830969
Bimp00686	GB49418	0.775645797	-0.317148998
Bimp00305	GB55250	0.443043836	0.001201187
Bimp09432	GB49738	0.262121385	0.56993048
Bimp05180	GB44444	0.274447408	-0.005902039
Bimp13576	GB41409	0.598375301	0.412193882
Bimp00453	GB50519	1.384585776	-0.282027942
Bimp02214	GB47823	0.73063066	0.715335759
Bimp14174	GB46288	-0.081185181	-0.083376634
Bimp06838	GB49139	0.992642457	-0.051334301
Bimp05750	GB54940	0.740322545	-0.204159808
Bimp01118	GB41553	0.813062521	-0.111273922
Bimp05021	GB54293	0.257229161	0.295019215
Bimp11686	GB49828	0.803627765	0.537076064
Bimp02473	GB52998	0.327123765	1.376300631
Bimp08260	GB47431	0.021449872	-0.363148136
Bimp04542	GB47802	0.955465174	-0.040435946
Bimp02047	GB45764	0.360791595	0.261839032
Bimp05879	GB51552	1.354614805	-0.020515943
Bimp11643	GB50100	0.71704218	0.037027452
Bimp12236	GB44878	0.471434363	-0.352934526
Bimp00170	GB55656	0.890000614	0.339843479
Bimp06946	GB42931	0.771372475	0.307028081
Bimp13538	GB52140	-0.571811188	#N/A
Bimp09485	GB49884	0.982656722	-0.315088859
Bimp12436	GB47540	0.384565544	0.094721025
Bimp00253	GB48152	0.274796498	0.963907093
Bimp11355	GB48660	0.333930839	-0.475228319
Bimp06338	GB41522	0.582451704	-0.465021299
Bimp00221	GB48111	0.685213984	-0.1376245
Bimp05339	GB40445	0.649509835	0.003926838
Bimp06344	GB41414	0.210539028	0.163828611
Bimp01355	GB45443	0.3756012	-0.495320892
Bimp07819	GB44755	0.747707466	-0.34298894
Bimp00438	GB50513	0.412420219	-0.389456207
Bimp03621	GB44298	0.345371796	-0.35523587
Bimp06121	GB52101	1.017885967	0.219363016
Bimp04232	GB50980	0.278833797	-0.289533886
Bimp06791	GB49095	1.183749094	-0.361625998
Bimp14064	GB49281	0.999584623	-0.190344477
Bimp10195	GB43630	0.508822538	-0.60609407
Bimp06379	GB47747	1.450878251	-0.005498077
Bimp01376	GB45334	1.085887759	-0.075002864
Bimp13527	GB45335	1.312036416	0.689227081
Bimp05393	GB55748	1.036069265	-0.106631905
Bimp00794	GB54159	0.405371993	-0.038856181
Bimp02669	GB40228	0.467669411	-0.000434632
Bimp04205	GB48448	0.822618795	-0.363067116
Bimp07619	GB49723	-0.120754937	-0.348684086
Bimp12179	GB41224	0.299423089	0.299636015
Bimp01864	GB46142	1.195460721	0.104398848
Bimp12827	GB45105	0.354148559	-0.036037102
Bimp12182	GB41227	0.663834578	0.074466189
Bimp01743	GB41050	0.019569779	3.399464126
Bimp03899	GB41135	0.679023823	-0.528416782
Bimp10541	GB43932	0.021651334	#N/A
Bimp07203	GB43586	0.392466321	0.88391817
Bimp00044	GB53404	1.534394649	0.767085552
Bimp06815	GB49119	0.843892751	0.556293331
Bimp09351	GB42085	0.770137148	-0.131624404
Bimp04963	GB55977	1.645563567	-0.533228985
Bimp05447	GB56017	0.279947955	0.441694808
Bimp11666	GB50603	0.961144043	-0.221399916
Bimp04631	GB42049	0.184849904	0.381277881
Bimp09244	GB43638	0.251509627	-0.642847915
Bimp01188	GB47268	-0.182711946	-0.473012083
Bimp01236	GB44230	1.257398624	-0.072923189
Bimp08178	GB46700	-0.144537772	0.226314538
Bimp05487	GB47577	-0.07559364	-1.127355968
Bimp11687	GB49829	1.500359859	0.098179344
Bimp12384	GB41732	0.96078087	0.451883475
Bimp05067	GB48369	0.318714544	-0.54732402
Bimp06790	GB49101	0.115065031	-1.0576609
Bimp02132	GB40460	1.490043124	0.27761575
Bimp07229	GB41664	0.265344817	0.034390115
Bimp03849	GB55011	-0.131374088	-0.279006955
Bimp03474	GB51582	0.234609662	0.468088313
Bimp04374	GB41737	0.924405944	0.057494749
Bimp12012	GB49392	0.707362306	0.282281708
Bimp11498	GB41646	0.215490836	-0.296441033
Bimp12533	GB44694	0.162584687	-0.471298339
Bimp09863	GB49377	0.515058001	0.089536613
Bimp04888	GB48350	0.61411428	-0.529616376
Bimp09070	GB53769	1.059701107	0.790469589
Bimp02150	GB43287	0.898613791	0.526256182
Bimp13578	GB47134	-0.141489801	0.142896639
Bimp13248	GB41806	0.559033583	0.514744722
Bimp11890	GB51043	0.246197	0.224985266
Bimp13357	GB50651	0.653966666	0.714934459
Bimp06584	GB55562	0.976000249	0.236909132
Bimp08618	GB49640	0.094548788	0.820244838
Bimp11780	GB47202	1.163932007	-0.280073247
Bimp02616	GB53620	2.567969994	0.711387905
Bimp10877	GB54749	1.131464951	0.488173131
Bimp06898	GB49189	0.127219704	0.862807365
Bimp07531	GB44612	-0.116502025	-0.222026243
Bimp02190	GB55794	-0.249795688	0.41433947
Bimp07957	GB48842	0.824920482	0.68479038
Bimp06630	GB55431	0.196827519	-0.184353926
Bimp13967	GB43466	-0.028736136	-0.418482711
Bimp10162	GB41795	0.46917956	-0.611987478
Bimp10501	GB40727	0.355035551	-0.203082228
Bimp00268	GB45824	0.058201862	0.17958711
Bimp11499	GB41697	0.479678507	0.583659739
Bimp12958	GB55987	0.276497493	-0.672724641
Bimp05232	GB41146	0.182786442	0.238274095
Bimp13946	GB55595	1.630721197	0.69329008
Bimp04582	GB40890	1.083887476	-0.621261383
Bimp01800	GB53853	0.427652582	0.123016856
Bimp10945	GB48220	0.347547374	-0.391299012
Bimp05035	GB48401	0.383615633	-0.209903622
Bimp01310	GB45427	0.547857084	0.032868519
Bimp05324	GB40429	0.154037821	-0.255709192
Bimp05709	GB52420	0.184055751	-0.288743767
Bimp05308	GB40489	0.927675842	0.121929381
Bimp03673	GB46976	0.120192545	-0.084719057
Bimp10188	GB41857	0.264907881	-0.215589303
Bimp05431	GB46944	0.355064552	0.500122557
Bimp00367	GB49457	0.779051684	-1.118502063
Bimp05541	GB42323	-0.627478711	-0.159204283
Bimp07763	GB46500	-0.043355398	0.353569567
Bimp12021	GB49299	0.040826876	-0.444461793
Bimp01266	GB53047	1.637584842	0.86482994
Bimp00235	GB44803	0.767068977	-1.06858798
Bimp08519	GB54500	0.211292414	-0.356993378
Bimp00292	GB42481	0.553958224	0.120797777
Bimp13678	GB41946	0.928651741	-0.231255148
Bimp07647	GB53811	0.678082394	-0.375881346
Bimp01957	GB42970	-0.081512182	-0.20333333
Bimp02102	GB43858	0.31588155	0.111357861
Bimp05350	GB52842	0.310331118	0.786687657
Bimp12438	GB40881	0.145265868	-0.825713017
Bimp00887	GB43379	0.51159815	-0.639270751
Bimp13791	GB42772	0.608089028	-0.540520308
Bimp00320	GB55233	0.105168766	-0.692520575
Bimp13495	GB42702	0.353064845	0.589182904
Bimp13241	GB48310	1.365383703	0.164978368
Bimp12245	GB46835	0.591403477	#N/A
Bimp13365	GB50578	0.020659647	1.190502866
Bimp05188	GB44661	0.94523465	0.438862924
Bimp10962	GB48259	0.891169141	-0.125653747
Bimp10946	GB48268	0.106642029	-0.523317003
Bimp13376	GB49810	0.712412496	1.708038982
Bimp11599	GB43300	0.542443408	-0.89948622
Bimp02130	GB40425	0.287504538	-0.316160181
Bimp06099	GB53827	0.681594378	-0.230307233
Bimp00637	GB49838	0.907101075	0.186311713
Bimp07217	GB51838	0.495146454	-1.078137032
Bimp09940	GB54426	0.850585925	0.053319794
Bimp02145	GB43309	0.908634693	0.5843679
Bimp14115	GB51244	1.534166312	0.199124441
Bimp08288	GB55288	1.205323773	0.000960017
Bimp00366	GB49487	-0.024779341	-1.225369586
Bimp11727	GB54200	1.0823774	-0.090430877
Bimp07491	GB45730	0.842745652	0.294695122
Bimp08546	GB51084	-0.260829402	0.633511228
Bimp13264	GB52728	0.840289524	-0.141262714
Bimp08629	GB54837	1.134350758	-0.206803209
Bimp11592	GB53360	0.38168962	-0.082310331
Bimp13976	GB54396	1.077173279	0.615028225
Bimp09400	GB47324	0.662432533	0.425968954
Bimp00475	GB46014	-0.045146932	-0.296317852
Bimp02761	GB50035	0.840401444	#N/A
Bimp08549	GB51087	0.919135795	0.634292052
Bimp06694	GB55625	-0.097496373	-0.667878839
Bimp02031	GB48523	0.72877647	-0.192607342
Bimp06662	GB55605	0.148291084	-0.68477265
Bimp11328	GB55368	-0.031822387	0.140823257
Bimp03753	GB44889	0.522951325	1.666172912
Bimp09107	GB55960	0.229991144	-0.1508314
Bimp08115	GB52030	0.677682673	0.173245884
Bimp07582	GB44631	0.982428373	-0.534366367
Bimp09970	GB54653	0.097896787	-0.308120251
Bimp02021	GB42753	0.007856217	-0.390171897
Bimp04218	GB48436	0.554716101	0.239832842
Bimp02602	GB49411	0.831828629	-0.815520484
Bimp05857	GB51631	-0.002956922	0.143681671
Bimp12937	GB46501	-0.01571684	-0.326053077
Bimp11674	GB46043	0.509807201	0.158673876
Bimp00890	GB43390	1.564393087	0.047202045
Bimp12648	GB43482	2.045473212	0.40806317
Bimp05795	GB48926	0.151593848	-0.425759832
Bimp02716	GB50004	0.841324974	0.558766935
Bimp14197	GB51746	-0.253969292	-0.031534988
Bimp06808	GB49083	0.718651213	-0.595915714
Bimp13492	GB48538	0.854123254	-0.070574451
Bimp05187	GB44452	0.590646194	0.543242906
Bimp06476	GB45352	1.055672539	0.131373688
Bimp05728	GB51674	0.439097649	-0.122747005
Bimp00907	GB50753	0.176304935	-0.461928726
Bimp11333	GB55372	0.046597402	-0.993307338
Bimp04747	GB52762	1.045134712	-0.443372119
Bimp04085	GB45159	1.465827013	0.29313067
Bimp13100	GB51703	0.205137478	0.139480151
Bimp14004	GB41097	2.791258899	2.489312156
Bimp07770	GB46437	0.80474687	-0.348703773
Bimp02217	GB47837	0.480912555	0.183270256
Bimp08577	GB49609	1.000637453	0.245587157
Bimp02523	GB40108	1.01565243	-0.037294933
Bimp00123	GB49352	0.113184551	0.005632525
Bimp14252	GB40830	0.340864255	0.277964393
Bimp13131	GB48636	0.677384219	-0.070652247
Bimp05177	GB44443	0.638304418	-0.543706273
Bimp01049	GB42704	0.188406728	0.283065526
Bimp05527	GB40745	0.37911196	-0.382931413
Bimp08127	GB52029	0.842635155	0.220168182
Bimp03815	GB49666	0.433086627	-0.086857403
Bimp03903	GB41137	0.037296849	-0.369449812
Bimp09706	GB51666	0.836536138	-0.421611416
Bimp06596	GB55445	0.482170781	1.606110966
Bimp04737	GB42760	0.42826123	0.057214833
Bimp05867	GB51543	1.188261391	-0.161680695
Bimp14021	GB45317	0.743340766	-0.028254899
Bimp12124	GB45122	0.663927713	-0.330235775
Bimp05165	GB44681	0.295906147	-0.420128755
Bimp11947	GB55717	0.57006654	-0.466923731
Bimp09880	GB49370	0.837616061	0.630757765
Bimp09002	GB50550	1.220922911	0.245422363
Bimp05169	GB44677	0.003723918	0.463660999
Bimp04466	GB44069	0.348405953	-0.300944771
Bimp05498	GB41367	0.78111534	-0.12742737
Bimp04656	GB42881	-0.011645136	-0.6970654
Bimp11788	GB45099	-0.02181342	0.023314752
Bimp09184	GB47803	0.957340664	0.79352328
Bimp09816	GB55533	0.188211432	-0.737620681
Bimp13852	GB42264	0.382139937	-0.074550734
Bimp03765	GB45263	0.869206134	-0.829905607
Bimp00763	GB54192	1.438784579	-0.220115852
Bimp09152	GB47734	0.327547517	-0.414710207
Bimp03922	GB46259	0.018855061	-0.228234689
Bimp04014	GB41115	0.044910804	0.288549186
Bimp13179	GB45537	0.204240356	-0.336770905
Bimp07883	GB47654	-0.233256929	0.542931581
Bimp04053	GB45186	0.847992127	-0.018175857
Bimp13555	GB51002	0.033198738	-0.307336263
Bimp00528	GB43791	1.000294632	0.629739735
Bimp10316	GB42227	-0.047508177	0.433998571
Bimp08564	GB48886	0.306033284	0.035437767
Bimp13226	GB52059	0.258719939	-0.452374877
Bimp08121	GB52042	-0.373993305	0.16232441
Bimp03694	GB43147	0.305460255	0.102442163
Bimp07712	GB45477	0.227029617	-0.355731911
Bimp04797	GB52439	0.472668256	-0.208131784
Bimp11693	GB49424	0.128329939	-0.062599462
Bimp12317	GB44990	0.221842518	-0.499521495
Bimp09435	GB51941	0.233683349	-0.342176461
Bimp03640	GB43968	1.042373454	0.476666061
Bimp11641	GB49439	0.165514916	0.825990538
Bimp05310	GB40490	0.502402465	-0.317165098
Bimp07731	GB42378	1.564165327	0.001729649
Bimp04857	GB42667	0.53800333	0.109240408
Bimp04569	GB47538	1.227119832	-0.220254949
Bimp10813	GB50338	0.43727312	-0.243513744
Bimp01385	GB42961	0.901133782	0.081700569
Bimp04507	GB50401	-0.438964239	0.101047673
Bimp13639	GB55184	-0.450645769	0.072888364
Bimp04184	GB52525	-0.068262899	0.899244432
Bimp09688	GB51722	0.507284074	-0.393944702
Bimp03187	GB55098	0.275574457	-0.34605402
Bimp05277	GB43847	0.180620918	-0.56741327
Bimp00012	GB50924	0.030120679	0.050417581
Bimp09623	GB44607	0.543393836	1.403711358
Bimp01069	GB44642	0.984118377	-0.462675138
Bimp04527	GB47781	1.159586142	2.600502907
Bimp10170	GB41802	0.786667114	-0.093435873
Bimp12015	GB49407	0.017576928	-0.040526943
Bimp07664	GB47328	0.110810313	0.046254725
Bimp11764	GB44461	0.955026443	-0.831572901
Bimp07984	GB48063	0.601517323	0.49300463
Bimp12355	GB54588	0.348569039	-0.676917708
Bimp04672	GB42871	0.27172209	-0.66625718
Bimp01025	GB40861	0.792143687	-0.286978083
Bimp01440	GB42676	0.340535308	-0.620018558
Bimp13283	GB51533	-0.39731039	-0.333135349
Bimp14098	GB50450	1.416820334	-0.345326624
Bimp04712	GB53246	0.025635173	-0.401205575
Bimp04104	GB43117	0.550174679	0.379813918
Bimp01326	GB45418	0.857501807	-0.414717395
Bimp09917	GB49614	1.620918959	-0.252939312
Bimp13672	GB46194	0.367831259	0.148795708
Bimp12085	GB55156	0.851207678	-0.621607555
Bimp01905	GB45396	-0.715754356	-0.182299059
Bimp08570	GB49519	-0.128534879	-0.729669145
Bimp03995	GB51408	0.355571481	-0.17089513
Bimp08501	GB43949	-0.085062254	0.575660907
Bimp12592	GB44929	0.60353384	0.343665933
Bimp09886	GB49364	0.261594035	-0.254895154
Bimp14220	GB49417	0.661869122	-0.182761687
Bimp03164	GB46213	0.800504746	-0.246767142
Bimp10483	GB54315	0.95012969	1.513479363
Bimp00049	GB53401	0.163519571	0.073601454
Bimp12908	GB51757	-0.154453504	-0.35002865
Bimp10840	GB49857	0.175380113	0.359326553
Bimp03106	GB42584	0.395617777	0.243876454
Bimp07603	GB42944	0.555204721	-0.335402906
Bimp06793	GB49093	0.93852521	0.085684707
Bimp07690	GB51676	0.722591689	1.65935677
Bimp03761	GB44893	1.477586743	-0.159626995
Bimp01059	GB42697	0.020921523	-0.597328736
Bimp02418	GB44096	-0.014760199	-0.127259532
Bimp03406	GB52220	2.090844941	-1.076987234
Bimp00441	GB50600	1.216130712	0.044174538
Bimp00827	GB43409	0.782119339	-0.042205101
Bimp01018	GB40723	0.699545731	-0.01745891
Bimp10466	GB51287	-0.025001982	0.519460246
Bimp12128	GB55933	-0.048689559	-0.296700239
Bimp02274	GB46911	0.271609754	-0.385679819
Bimp05331	GB40438	1.113715317	0.265773605
Bimp13595	GB46881	0.968368391	0.762760299
Bimp13165	GB45547	1.099675144	-0.283505873
Bimp03181	GB55103	0.223917778	-0.117351025
Bimp06862	GB51914	2.255993243	0.742858546
Bimp05315	GB40395	0.821643355	0.244233059
Bimp00912	GB50808	0.905632571	-0.176348687
Bimp13879	GB43813	-0.105101748	0.227905627
Bimp01302	GB53027	0.063147465	-0.021991871
Bimp06972	GB51260	1.007618454	-0.138850653
Bimp12543	GB43840	0.515817528	-0.370234677
Bimp04116	GB43194	0.878744658	-0.630767485
Bimp08539	GB50479	-0.235978045	0.101189167
Bimp05560	GB42302	1.076018254	0.6320886
Bimp00624	GB52710	1.424360162	-0.31606877
Bimp08620	GB49641	1.012947317	0.055309597
Bimp06621	GB55581	0.359919033	-0.426735462
Bimp05790	GB48924	1.255388322	-0.441131212
Bimp07574	GB46687	0.04773105	-0.445542998
Bimp13455	GB49503	-0.018095523	0.956387137
Bimp10984	GB50677	1.037069982	-0.090798312
Bimp04914	GB40032	0.738737663	0.142857168
Bimp13876	GB51556	0.088592978	-0.315924091
Bimp10611	GB47689	0.05005689	-0.842077543
Bimp02435	GB44046	0.912991314	1.17181883
Bimp09979	GB52911	0.38429839	-0.465853746
Bimp12043	GB50033	0.405338584	-0.158170202
Bimp12417	GB48894	1.539032009	-0.036153414
Bimp03912	GB41131	1.723784205	0.61608266
Bimp05917	GB40560	0.465411578	-0.801694548
Bimp05060	GB48373	0.428414533	0.037438284
Bimp08823	GB54895	0.206188351	0.198703549
Bimp14195	GB45558	0.05772638	-0.298319413
Bimp12843	GB43619	0.117580054	0.156616722
Bimp00586	GB54186	0.504114572	0.290695478
Bimp06001	GB48706	0.876314691	0.322231282
Bimp04025	GB52591	1.102313422	-0.880604623
Bimp01129	GB47310	-0.102639989	-0.530566324
Bimp03618	GB44297	0.440703777	-0.797028514
Bimp01119	GB41569	0.375062146	0.726904686
Bimp13641	GB53888	1.274894335	1.474069598
Bimp06511	GB50091	0.545710697	-0.89547085
Bimp12151	GB46215	0.488279964	0.180537686
Bimp08249	GB47469	0.942248448	0.13824382
Bimp09791	GB55469	0.147374097	-0.187821404
Bimp00638	GB49830	1.433380952	-0.064981802
Bimp07102	GB52190	1.213933827	0.038813055
Bimp12100	GB47969	0.457110263	-0.570294705
Bimp00796	GB54160	0.591750655	-0.016125558
Bimp02635	GB49975	2.647715666	0.20730496
Bimp12891	GB46785	0.165774036	-0.252732572
Bimp09991	GB52120	0.731077699	-0.680493339
Bimp05172	GB44676	0.429511241	0.098985493
Bimp05228	GB41148	0.298796136	-0.349412723
Bimp04162	GB54587	0.324143121	0.120037046
Bimp02002	GB44861	1.922858083	-0.597641747
Bimp00051	GB53361	0.419318201	0.000502146
Bimp05544	GB42324	0.522505062	-0.068087878
Bimp07567	GB46787	0.084371488	0.360734883
Bimp10323	GB42207	-0.171491101	-0.265725834
Bimp00378	GB40232	0.519202846	0.368941141
Bimp00435	GB50512	0.89063895	0.228252701
Bimp14185	GB40279	1.931241615	0.814824855
Bimp05070	GB48417	-0.184419205	-0.312167115
Bimp01902	GB45372	0.315094432	-0.183670728
Bimp12802	GB49221	1.189477577	-0.607482073
Bimp10497	GB54831	0.394561162	-0.092503458
Bimp08527	GB50435	0.64447454	0.434025591
Bimp01671	GB52630	-0.122378184	-0.214064988
Bimp05482	GB47574	0.501394532	0.203258636
Bimp05369	GB55768	0.623428502	0.037821297
Bimp11951	GB43759	0.890018787	0.934506072
Bimp00937	GB53696	0.472384578	0.087084908
Bimp03782	GB44904	0.804122889	-0.39198653
Bimp10052	GB48304	0.270105577	-0.143241684
Bimp03202	GB55081	0.317571056	-0.421055636
Bimp14155	GB41905	1.238678783	0.081545315
Bimp13750	GB54584	0.319250719	-0.14149734
Bimp06107	GB51339	1.301326058	0.844866069
Bimp01848	GB50633	0.251931234	-0.874205607
Bimp10329	GB42238	1.400582719	0.624177542
Bimp09673	GB47192	1.033411961	-0.030571332
Bimp08744	GB48488	0.705232832	0.040050863
Bimp04560	GB55106	2.032294138	0.041847288
Bimp05555	GB42304	0.101406101	0.282838494
Bimp10616	GB47726	0.880572699	1.155335952
Bimp02579	GB49395	0.516264661	1.012324245
Bimp05429	GB46945	0.833633284	-0.396789401
Bimp01342	GB40760	-0.067709263	0.024427249
Bimp01256	GB47751	1.495435965	-0.315931022
Bimp10543	GB43990	0.644171738	-0.130308709
Bimp06282	GB46001	0.667993683	0.341444777
Bimp00080	GB42689	0.323037931	-0.371363318
Bimp02131	GB40426	0.423947275	-0.276797252
Bimp12667	GB48690	3.220741254	-0.09137546
Bimp04088	GB45157	1.146527141	0.392440733
Bimp12110	GB45055	0.037496503	-0.100478235
Bimp05648	GB44937	0.834750775	-0.820691952
Bimp12088	GB41083	-0.026319594	0.284919653
Bimp11289	GB49796	2.370163124	3.590329533
Bimp00535	GB43778	0.392458512	-0.039012471
Bimp01333	GB54643	1.049165346	1.842422534
Bimp09170	GB42175	0.501220491	-0.059739113
Bimp05687	GB43232	1.250634059	0.510064916
Bimp09347	GB42017	0.084099815	-0.21430593
Bimp14090	GB53418	0.674556566	-0.355653645
Bimp01358	GB45444	0.659110142	-0.124773203
Bimp05288	GB40416	1.632484277	0.404858849
Bimp07644	GB49165	0.284358069	-0.016274197
Bimp12046	GB50252	0.368703035	-0.855414685
Bimp03523	GB42193	0.059426721	-0.585587293
Bimp02230	GB41313	0.993358818	-0.135517586
Bimp04614	GB46747	0.375753776	0.209638322
Bimp02444	GB44166	-0.015042233	-0.893310871
Bimp01877	GB49179	1.055881708	0.247996614
Bimp01078	GB44464	0.274891138	-0.265910349
Bimp06904	GB49244	1.554945276	0.298471953
Bimp09946	GB54451	0.241308623	-0.838083017
Bimp08177	GB46702	0.097869537	0.977941016
Bimp04052	GB44985	0.664398377	-0.001341309
Bimp01755	GB41067	0.247351738	0.113862251
Bimp07497	GB45727	0.097949711	-0.501323269
Bimp00966	GB53717	-0.074809915	-0.144014427
Bimp09268	GB49024	0.425773204	0.313315313
Bimp12441	GB40876	0.087245484	-0.025441274
Bimp02472	GB53019	1.199976071	0.119259282
Bimp12038	GB50000	0.655535224	0.656155034
Bimp13337	GB50680	0.610015509	0.414423596
Bimp00404	GB50106	0.817535809	0.251601507
Bimp04906	GB46378	0.397560207	-0.58965993
Bimp04603	GB46720	0.404026741	0.812134347
Bimp05146	GB44692	0.171019601	-0.477663994
Bimp10955	GB48225	0.351940055	0.032065938
Bimp01396	GB53221	0.238106309	0.009003679
Bimp09852	GB47552	1.202365461	-0.047690844
Bimp00823	GB43401	-0.035177676	-0.3211786
Bimp05506	GB54330	0.491641577	0.001414123
Bimp04062	GB45181	0.544534528	-0.66543721
Bimp13837	GB41149	0.800319989	0.351605717
Bimp06964	GB51251	-0.052207159	-0.221607637
Bimp04274	GB52514	0.817612633	-0.235735249
Bimp03316	GB47611	0.668952094	0.10437825
Bimp08485	GB53335	0.09328509	-0.292917143
Bimp07961	GB48859	0.388502696	0.007438935
Bimp11878	GB50831	0.346076498	-0.154668298
Bimp11298	GB49802	0.579049595	0.386125366
Bimp06579	GB55465	0.190979285	-0.888797213
Bimp13261	GB43564	0.716460546	0.121475628
Bimp04414	GB53099	0.491961104	0.903015217
Bimp13818	GB50886	0.916980627	-0.127165429
Bimp05877	GB51551	0.544445114	0.03148942
Bimp03818	GB43962	0.282994197	#N/A
Bimp09947	GB54419	0.538443473	1.043098942
Bimp06673	GB54901	0.863703211	#N/A
Bimp11128	GB40126	1.021413639	1.176799258
Bimp13801	GB51442	0.622032135	0.734606033
Bimp07676	GB54458	-0.342177219	0.849065299
Bimp08609	GB49659	0.665352432	0.104118879
Bimp12433	GB55109	1.050587168	-0.136855642
Bimp07806	GB46462	0.196272869	-0.478296038
Bimp05664	GB43103	0.401089676	-0.092936732
Bimp05437	GB41234	0.953001394	0.071964251
Bimp07081	GB49051	0.258768973	#N/A
Bimp04479	GB44131	1.3779517	-0.723996035
Bimp05492	GB41296	-0.03882274	-0.350724291
Bimp00322	GB55232	1.175692533	0.87894048
Bimp02165	GB55816	0.209090039	-0.292928555
Bimp01198	GB45088	1.00123084	0.438595592
Bimp01397	GB53222	0.359172073	-0.160577987
Bimp10944	GB48219	0.66774682	-0.073622361
Bimp08171	GB46764	0.580370579	-0.095398037
Bimp05581	GB48874	0.391755335	-0.09720289
Bimp05389	GB55752	0.453396102	-0.01444265
Bimp00293	GB42429	0.744677529	-0.021392383
Bimp12139	GB55091	0.079849006	0.499005347
Bimp09586	GB45844	0.332513909	-0.006455268
Bimp13415	GB40665	1.287064836	3.32857783
Bimp05126	GB45627	1.355274782	-0.24295784
Bimp10941	GB48270	0.346286326	0.394867068
Bimp09457	GB47881	0.767108209	-0.319032872
Bimp08821	GB51761	0.992860355	-0.608646857
Bimp08787	GB41656	0.464935876	0.367292341
Bimp07563	GB46678	1.020341845	1.421240302
Bimp02919	GB46612	-0.13363212	0.907455843
Bimp11476	GB51564	0.732041872	0.127374563
Bimp00047	GB53402	0.456863745	-0.284541407
Bimp07470	GB44413	0.245277379	-0.331903833
Bimp03379	GB47008	0.92873967	0.644727152
Bimp02641	GB49983	0.54414575	-0.218314886
Bimp08753	GB48470	1.039494387	-0.443624584
Bimp03636	GB47657	0.35273841	-0.13924708
Bimp11007	GB50661	1.590290428	0.464925172
Bimp05676	GB43223	0.572427694	0.384808194
Bimp05309	GB40399	0.631071203	-0.573966785
Bimp09848	GB47649	0.444695551	-0.366532904
Bimp13442	GB42432	0.460911488	-0.269122197
Bimp12942	GB44749	0.613706932	0.092314634
Bimp09767	GB51107	-0.134716742	0.940018376
Bimp05893	GB54525	0.44998981	0.183437213
Bimp12630	GB54973	0.651490425	-0.476134526
Bimp12270	GB49705	0.580000149	0.127069812
Bimp13772	GB44077	0.200045368	-0.136916604
Bimp10952	GB48224	0.204858184	-0.277040779
Bimp00807	GB54146	0.21201456	0.015961864
Bimp06575	GB55556	0.527307051	-0.16736015
Bimp08716	GB53270	0.42021913	-0.296146994
Bimp07776	GB46443	0.322498206	-0.374413903
Bimp01402	GB53228	0.475681519	-0.467086876
Bimp02555	GB40514	0.600446089	0.328152109
Bimp04639	GB42039	0.784846944	-0.135333805
Bimp06307	GB52186	1.335934467	2.112917236
Bimp04702	GB53258	0.146595055	0.017064868
Bimp06668	GB55405	0.454483878	0.072573543
Bimp06014	GB46310	0.331041175	0.01657115
Bimp07782	GB46481	0.160252337	-0.440544846
Bimp00272	GB45822	1.232057752	-0.660486134
Bimp14325	GB51565	1.122835685	0.321202982
Bimp05991	GB50728	0.259242462	-0.659355446
Bimp09129	GB41890	0.975587464	1.093453856
Bimp12861	GB53151	0.492878844	0.080340396
Bimp06678	GB55617	0.102951445	-0.217041827
Bimp01675	GB55974	2.372922977	0.283297646
Bimp08669	GB53912	-0.132598041	0.199381123
Bimp02191	GB55800	0.483486621	0.095849932
Bimp09704	GB51740	-0.176119865	-0.448255285
Bimp09990	GB51963	1.274473349	1.000255117
Bimp01702	GB44712	0.669990589	0.270913192
Bimp00761	GB54108	0.697311977	0.4232767
Bimp06184	GB48047	0.501521103	-0.329526793
Bimp02678	GB49956	0.36020821	-0.136292304
